Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,ID,Pos,Year
Riley RidleyR. Ridley,6,12.0,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0,riley-ridley-ridleri01,WR,2019
Robert FosterR. Foster,6,11.0,0,0,0,0,0,0,2,29,0,0,3,64,0,0,0,0,robert-foster-fostero05,WR,2019
Khadarel HodgeK. Hodge,9,10.0,0,0,0,0,0,0,0,0,0,0,4,76,0,0,0,0,khadarel-hodge-hodgekh01,WR,2019
Trent SherfieldT. Sherfield,12,10.0,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0,trent-sherfield-sherftr01,WR,2019
Ryan SwitzerR. Switzer,7,10.0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,0,0,ryan-switzer-switzry01,WR,2019
Deonte HartyD. Harty,9,9.0,0,0,0,0,0,0,4,31,0,0,6,24,0,0,1,0,deonte-harty-harride08,WR,2019
Andre PattonA. Patton,12,9.0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,0,andre-patton-pattoan01,WR,2019
Cedrick WilsonC. Wilson,8,9.0,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,0,cedrick-wilson-wilsoce02,WR,2019
Chad BeebeC. Beebe,12,8.0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,0,0,chad-beebe-beebech01,WR,2019
Travis BenjaminT. Benjamin,12,8.0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0,travis-benjamin-benjatr01,WR,2019
Ventell BryantV. Bryant,8,8.0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,ventell-bryant-bryanve02,WR,2019
Tevin JonesT. Jones,8,8.0,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,tevin-jones-joneste08,WR,2019
Chris LacyC. Lacy,5,8.0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,chris-lacy-lacych01,WR,2019
DeAndrew WhiteD. White,7,8.0,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0,deandrew-white-whitede04,WR,2019
Deontay BurnettD. Burnett,4,6.0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,deontay-burnett-burnede01,WR,2019
Geremy DavisG. Davis,12,6.0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,geremy-davis-davisge02,WR,2019
Devin FunchessD. Funchess,6,6.0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,devin-funchess-funchde01,WR,2019
Alexander HollinsA. Hollins,12,6.0,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0,alexander-hollins-hollial01,WR,2019
Jordan MatthewsJ. Matthews,10,6.0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,jordan-matthews-matthjo02,WR,2019
Jason MooreJ. Moore,12,6.0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,jason-moore-mooreja03,WR,2019
Diontae SpencerD. Spencer,7,6.0,0,0,0,0,0,0,3,6,0,0,6,31,0,0,1,0,diontae-spencer-spencdi01,WR,2019
Cody CoreC. Core,9,5.0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,cody-core-coreco01,WR,2019
Michael CrabtreeM. Crabtree,12,5.0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,michael-crabtree-crabtmi01,WR,2019
Ryan GrantR. Grant,11,5.0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,ryan-grant-grantry02,WR,2019
Ishmael HymanI. Hyman,7,5.0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,ishmael-hyman-hymanis01,WR,2019
Steven MitchellS. Mitchell,10,5.0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,steven-mitchell-mitchst03,WR,2019
Donte MoncriefD. Moncrief,7,5.0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,donte-moncrief-moncrdo01,WR,2019
Jesus WilsonJ. Wilson,7,5.0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,1,0,jesus-wilson-wilsoje04,WR,2019
C.J. BoardC. Board,10,4.0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,cj-board-boardcj01,WR,2019
Johnny HoltonJ. Holton,10,4.0,0,0,0,0,0,0,1,9,0,0,3,21,0,0,0,0,johnny-holton-holtojo01,WR,2019
Chris MooreC. Moore,8,4.0,0,0,0,0,0,0,1,0,0,0,3,21,0,0,0,0,chris-moore-moorech05,WR,2019
Gunner OlszewskiG. Olszewski,10,4.0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,1,0,gunner-olszewski-olszegu01,WR,2019
Da'Mari ScottD. Scott,6,4.0,0,0,0,0,0,0,1,5,0,0,2,22,0,0,0,0,damari-scott-scottda08,WR,2019
Russell ShepardR. Shepard,11,4.0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,russell-shepard-sheparu01,WR,2019
Cam SimsC. Sims,10,4.0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,cam-sims-simsca01,WR,2019
Josh BellamyJ. Bellamy,4,3.0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,josh-bellamy-bellajo01,WR,2019
Fred BrownF. Brown,10,3.0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,fred-brown-brownfr06,WR,2019
Robert DavisR. Davis,10,3.0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,robert-davis-davisro09,WR,2019
Ashton DulinA. Dulin,6,3.0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,ashton-dulin-dulinas01,WR,2019
Cody HollisterC. Hollister,11,3.0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,cody-hollister-hollico02,WR,2019
Darius JenningsD. Jennings,11,3.0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,darius-jennings-jennida02,WR,2019
Marqise LeeM. Lee,10,3.0,0,0,0,0,0,0,1,1,0,0,3,18,0,0,0,0,marqise-lee-leema03,WR,2019
Stanley MorganS. Morgan,9,3.0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,stanley-morgan-morgast02,WR,2019
Andre RobertsA. Roberts,6,3.0,0,0,0,0,0,0,1,7,0,0,3,20,0,0,0,0,andre-roberts-roberan01,WR,2019
Rashard DavisR. Davis,12,2.0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,rashard-davis-davisra04,WR,2019
Jeff SmithJ. Smith,4,2.0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,jeff-smith-smithje16,WR,2019
Mike ThomasM. Thomas,9,2.0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,mike-thomas-thomami06,WR,2019
John UrsuaJ. Ursua,11,2.0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,john-ursua-ursuajo01,WR,2019
Austin CarrA. Carr,9,1.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,austin-carr-carrau01,WR,2019
John Franklin IIIJ. Franklin,6,1.0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,john-franklin-frankjo07,WR,2019
Cyril GraysonC. Grayson,7,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,cyril-grayson-grayscy01,WR,2019
Dwayne HarrisD. Harris,6,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,dwayne-harris-harridw02,WR,2019
Krishawn HoganK. Hogan,9,1.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,krishawn-hogan-hogankr01,WR,2019
Jaleel ScottJ. Scott,8,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,jaleel-scott-scottja05,WR,2019
De'Anthony ThomasD. Thomas,8,1.0,0,0,0,0,0,0,2,5,0,0,1,6,0,0,0,0,deanthony-thomas-thomade06,WR,2019
Jamal AgnewJ. Agnew,5,0.0,0,0,0,0,0,0,1,9,0,0,1,-2,0,0,1,0,jamal-agnew-agnewja01,WR,2019
Quincy EnunwaQ. Enunwa,4,0.0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,1,0,quincy-enunwa-enunwqu01,WR,2019
Darrius ShepherdD. Shepherd,11,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,darrius-shepherd-shephda01,WR,2019
Michael WalkerM. Walker,10,0.0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,2,0,michael-walker-walkemi05,WR,2019
Greg DortchG. Dortch,7,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,greg-dortch-dortcgr01,WR,2019
Ray Ray McCloudR. McCloud,7,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ray-ray-mccloud-mcclora01,WR,2019
Travis KelceT. Kelce,12,248.0,0,0,0,0,0,0,1,4,1,0,97,1229,5,0,1,0,travis-kelce-kelcetr01,TE,2019
Darren WallerD. Waller,6,216.0,0,0,0,0,0,0,2,5,0,0,90,1145,3,0,1,0,darren-waller-walleda01,TE,2019
George KittleG. Kittle,4,213.0,0,0,0,0,0,0,5,22,0,0,85,1053,5,0,0,0,george-kittle-kittlge01,TE,2019
Zach ErtzZ. Ertz,10,211.0,0,0,0,0,0,0,0,0,0,0,88,916,6,1,1,0,zach-ertz-ertzza01,TE,2019
Mark AndrewsM. Andrews,8,202.0,0,0,0,0,0,0,0,0,0,0,64,852,10,0,1,0,mark-andrews-andrema01,TE,2019
Austin HooperA. Hooper,9,186.0,0,0,0,0,0,0,0,0,0,0,75,787,6,1,0,0,austin-hooper-hoopeau01,TE,2019
Jared CookJ. Cook,9,161.0,0,0,0,0,0,0,0,0,0,0,43,705,9,0,0,0,jared-cook-cookja02,TE,2019
Tyler HigbeeT. Higbee,9,155.0,0,0,0,0,0,0,0,0,0,0,69,734,3,0,0,0,tyler-higbee-higbety01,TE,2019
Hunter HenryH. Henry,12,146.0,0,0,0,0,0,0,0,0,0,0,55,652,5,1,1,0,hunter-henry-henryhu01,TE,2019
Dallas GoedertD. Goedert,10,140.0,0,0,0,0,0,0,0,0,0,0,58,607,5,0,2,0,dallas-goedert-goededa01,TE,2019
Jason WittenJ. Witten,8,133.0,0,0,0,0,0,0,0,0,0,0,63,529,4,1,1,0,jason-witten-witteja01,TE,2019
Mike GesickiM. Gesicki,5,130.0,0,0,0,0,0,0,0,0,0,0,51,570,5,0,1,0,mike-gesicki-gesicmi01,TE,2019
Greg OlsenG. Olsen,7,119.0,0,0,0,0,0,0,0,0,0,0,52,597,2,0,0,0,greg-olsen-olsengr01,TE,2019
Kyle RudolphK. Rudolph,12,107.0,0,0,0,0,0,0,0,0,0,0,39,367,6,1,0,0,kyle-rudolph-rudolky01,TE,2019
Jack DoyleJ. Doyle,6,106.0,0,0,0,0,0,0,0,0,0,0,43,448,4,0,0,0,jack-doyle-doyleja01,TE,2019
Noah FantN. Fant,10,106.0,0,0,0,0,0,0,3,-12,0,0,40,562,3,0,1,0,noah-fant-fantno01,TE,2019
Evan EngramE. Engram,11,105.0,0,0,0,0,0,0,3,7,0,0,44,467,3,0,0,0,evan-engram-engraev01,TE,2019
Darren FellsD. Fells,10,103.0,0,0,0,0,0,0,0,0,0,0,34,341,7,0,0,0,darren-fells-fellsda02,TE,2019
Tyler EifertT. Eifert,9,99.0,0,0,0,0,0,0,0,0,0,0,43,436,3,1,0,0,tyler-eifert-eiferty01,TE,2019
Jonnu SmithJ. Smith,11,97.0,0,0,0,0,0,0,4,78,0,0,35,439,3,0,0,0,jonnu-smith-smithjo13,TE,2019
Jimmy GrahamJ. Graham,11,94.0,0,0,0,0,0,0,0,0,0,0,38,447,3,0,0,0,jimmy-graham-grahaji01,TE,2019
Ryan GriffinR. Griffin,4,94.0,0,0,0,0,0,0,0,0,0,0,34,320,5,1,0,0,ryan-griffin-griffry01,TE,2019
Jacob HollisterJ. Hollister,10,90.0,0,0,0,0,0,0,0,0,0,0,41,349,3,0,0,0,jacob-hollister-hollija01,TE,2019
Cameron BrateC. Brate,7,86.0,0,0,0,0,0,0,0,0,0,0,36,311,4,0,0,0,cameron-brate-brateca01,TE,2019
Gerald EverettG. Everett,9,85.0,0,0,0,0,0,0,1,0,0,0,37,408,2,0,0,0,gerald-everett-everege01,TE,2019
Jordan AkinsJ. Akins,10,82.0,0,0,0,0,0,0,0,0,0,0,36,418,2,0,0,0,jordan-akins-akinsjo01,TE,2019
O.J. HowardO. Howard,7,81.0,0,0,0,0,0,0,0,0,0,0,34,459,1,0,1,0,oj-howard-howaroj01,TE,2019
Eric EbronE. Ebron,6,80.0,0,0,0,0,0,0,0,0,0,0,31,375,3,0,0,0,eric-ebron-ebroner01,TE,2019
Blake JarwinB. Jarwin,8,79.0,0,0,0,0,0,0,0,0,0,0,31,365,3,0,0,0,blake-jarwin-jarwibl01,TE,2019
Vance McDonaldV. McDonald,7,78.0,0,0,0,0,0,0,1,2,0,0,38,273,3,0,0,0,vance-mcdonald-mcdonva01,TE,2019
T.J. HockensonT. Hockenson,5,76.0,0,0,0,0,0,0,0,0,0,0,32,367,2,0,0,0,tj-hockenson-hocketj01,TE,2019
Irv SmithI. Smith,12,75.0,0,0,0,0,0,0,0,0,0,0,36,311,2,0,0,0,irv-smith-smithir03,TE,2019
Dawson KnoxD. Knox,6,73.0,0,0,0,0,0,0,1,9,0,0,28,388,2,0,0,0,dawson-knox-knoxda02,TE,2019
Will DisslyW. Dissly,11,72.0,0,0,0,0,0,0,1,7,0,0,23,262,4,0,0,0,will-dissly-disslwi01,TE,2019
Kaden SmithK. Smith,4,72.0,0,0,0,0,0,0,0,0,0,0,31,268,3,0,0,0,kaden-smith-smithka01,TE,2019
Hayden HurstH. Hurst,8,71.0,0,0,0,0,0,0,0,0,0,0,30,349,2,0,0,0,hayden-hurst-hurstha01,TE,2019
Nick BoyleN. Boyle,8,68.0,0,0,0,0,0,0,0,0,0,0,31,321,2,0,0,0,nick-boyle-boyleni01,TE,2019
Foster MoreauF. Moreau,6,65.0,0,0,0,0,0,0,0,0,0,0,21,174,5,0,0,0,foster-moreau-moreafo01,TE,2019
Josh HillJ. Hill,9,59.0,0,0,0,0,0,0,0,0,0,0,25,226,3,0,0,0,josh-hill-hilljo05,TE,2019
C.J. UzomahC. Uzomah,9,58.0,0,0,0,0,0,0,0,0,0,0,27,242,2,0,0,0,cj-uzomah-uzomacj01,TE,2019
Ricky Seals-JonesR. Seals-Jones,7,57.0,0,0,0,0,0,0,0,0,0,0,14,229,4,0,1,0,ricky-sealsjones-sealsri02,TE,2019
Delanie WalkerD. Walker,11,52.0,0,0,0,0,0,0,0,0,0,0,21,215,2,0,0,0,delanie-walker-walkede04,TE,2019
Jeremy SprinkleJ. Sprinkle,10,49.0,0,0,0,0,0,0,0,0,0,0,26,241,1,0,0,0,jeremy-sprinkle-sprinje01,TE,2019
Demetrius HarrisD. Harris,7,47.0,0,0,0,0,0,0,0,0,0,0,15,149,3,1,0,0,demetrius-harris-harride04,TE,2019
Charles ClayC. Clay,12,39.0,0,0,0,0,0,0,0,0,0,0,18,237,1,0,0,0,charles-clay-claych01,TE,2019
James O'ShaughnessyJ. O'Shaughnessy,10,38.0,0,0,0,0,0,0,0,0,0,0,14,153,2,0,0,0,james-oshaughnessy-oshauja01,TE,2019
Rhett EllisonR. Ellison,11,37.0,0,0,0,0,0,0,0,0,0,0,18,167,1,0,0,0,rhett-ellison-ellisrh01,TE,2019
Anthony FirkserA. Firkser,11,36.0,0,0,0,0,0,0,0,0,0,0,14,204,1,0,0,0,anthony-firkser-firksan01,TE,2019
Maxx WilliamsM. Williams,12,36.0,0,0,0,0,0,0,0,0,0,0,15,202,1,0,0,0,maxx-williams-willima22,TE,2019
Ross DwelleyR. Dwelley,4,34.0,0,0,0,0,0,0,0,0,0,0,15,91,2,0,0,0,ross-dwelley-dwellro01,TE,2019
Logan ThomasL. Thomas,5,34.0,0,0,0,0,0,0,0,0,0,0,16,173,1,0,0,0,logan-thomas-thomalo01,TE,2019
Ian ThomasI. Thomas,7,33.0,0,0,0,0,0,0,0,0,0,0,16,136,1,0,0,0,ian-thomas-thomaia01,TE,2019
Marcedes LewisM. Lewis,11,32.0,0,0,0,0,0,0,0,0,0,0,15,156,1,0,0,0,marcedes-lewis-lewisma04,TE,2019
Dan ArnoldD. Arnold,12,31.0,0,0,0,0,0,0,0,0,0,0,8,127,2,0,0,0,dan-arnold-arnolda03,TE,2019
Derek CarrierD. Carrier,6,30.0,0,0,0,0,0,0,1,27,0,0,13,108,1,0,0,0,derek-carrier-carride01,TE,2019
Benjamin WatsonB. Watson,10,30.0,0,0,0,0,0,0,0,0,0,0,17,173,0,0,0,0,benjamin-watson-watsobe01,TE,2019
Jaeden GrahamJ. Graham,9,29.0,0,0,0,0,0,0,0,0,0,0,9,149,1,0,0,0,jaeden-graham-grahaja02,TE,2019
Jeff HeuermanJ. Heuerman,10,29.0,0,0,0,0,0,0,0,0,0,0,14,114,1,0,0,0,jeff-heuerman-heuerje01,TE,2019
Matt LaCosseM. LaCosse,10,29.0,0,0,0,0,0,0,0,0,0,0,13,131,1,0,0,0,matt-lacosse-lacosma01,TE,2019
Nick VannettN. Vannett,7,27.0,0,0,0,0,0,0,0,0,0,0,17,166,0,0,0,0,nick-vannett-vanneni01,TE,2019
Vernon DavisV. Davis,10,26.0,0,0,0,0,0,0,0,0,0,0,10,123,1,0,0,0,vernon-davis-davisve02,TE,2019
Nick O'LearyN. O'Leary,10,26.0,0,0,0,0,0,0,0,0,0,0,13,109,1,0,0,0,nick-oleary-olearni01,TE,2019
Jesse JamesJ. James,5,25.0,0,0,0,0,0,0,0,0,0,0,16,142,0,0,0,0,jesse-james-jamesje04,TE,2019
Seth DevalveS. Devalve,7,24.0,0,0,0,0,0,0,0,0,0,0,12,140,0,0,0,0,seth-devalve-devalse01,TE,2019
Hale HentgesH. Hentges,6,23.0,0,0,0,0,0,0,0,0,0,0,8,103,1,0,0,0,hale-hentges-hentgha01,TE,2019
Joshua PerkinsJ. Perkins,10,23.0,0,0,0,0,0,0,0,0,0,0,9,87,1,0,0,0,joshua-perkins-perkijo02,TE,2019
Ryan IzzoR. Izzo,10,22.0,0,0,0,0,0,0,0,0,0,0,6,114,1,0,0,0,ryan-izzo-izzory01,TE,2019
Robert TonyanR. Tonyan,11,22.0,0,0,0,0,0,0,0,0,0,0,10,100,1,0,0,0,robert-tonyan-tonyaro01,TE,2019
Trey BurtonT. Burton,6,20.0,0,0,0,0,0,0,0,0,0,0,14,84,0,0,0,0,trey-burton-burtotr01,TE,2019
MyCole PruittM. Pruitt,11,20.0,0,0,0,0,0,0,0,0,0,0,6,90,1,0,0,0,mycole-pruitt-pruitmy01,TE,2019
Jesper HorstedJ. Horsted,6,19.0,0,0,0,0,0,0,0,0,0,0,8,87,1,0,1,0,jesper-horsted-horstje01,TE,2019
Daniel BrownD. Brown,4,18.0,0,0,0,0,0,0,0,0,0,0,7,72,1,0,0,0,daniel-brown-brownda15,TE,2019
Virgil GreenV. Green,12,18.0,0,0,0,0,0,0,0,0,0,0,9,78,1,0,0,0,virgil-green-greenvi02,TE,2019
Tommy SweeneyT. Sweeney,6,18.0,0,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0,tommy-sweeney-sweento01,TE,2019
Tyler KroftT. Kroft,6,17.0,0,0,0,0,0,0,0,0,0,0,6,71,1,0,0,0,tyler-kroft-kroftty01,TE,2019
Geoff SwaimG. Swaim,10,16.0,0,0,0,0,0,0,0,0,0,0,13,65,0,0,0,0,geoff-swaim-swaimge01,TE,2019
Mo Alie-CoxM. Alie-Cox,6,15.0,0,0,0,0,0,0,0,0,0,0,8,93,0,0,0,0,mo-aliecox-aliecmo01,TE,2019
Ben BrauneckerB. Braunecker,6,15.0,0,0,0,0,0,0,0,0,0,0,6,59,1,0,0,0,ben-braunecker-braunbe01,TE,2019
Adam ShaheenA. Shaheen,6,15.0,0,0,0,0,0,0,0,0,0,0,9,74,0,1,1,0,adam-shaheen-shahead01,TE,2019
J.P. HoltzJ. Holtz,6,14.0,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0,jp-holtz-holtzjp01,TE,2019
David NjokuD. Njoku,7,14.0,0,0,0,0,0,0,0,0,0,0,5,41,1,0,0,0,david-njoku-njokuda01,TE,2019
Luke WillsonL. Willson,11,14.0,0,0,0,0,0,0,0,0,0,0,8,79,0,0,0,0,luke-willson-willslu01,TE,2019
Blake BellB. Bell,12,13.0,0,0,0,0,0,0,0,0,0,0,8,67,0,0,0,0,blake-bell-bellbl01,TE,2019
Stephen CarlsonS. Carlson,7,13.0,0,0,0,0,0,0,0,0,0,0,5,51,1,0,0,0,stephen-carlson-carlsst01,TE,2019
Troy FumagalliT. Fumagalli,10,12.0,0,0,0,0,0,0,0,0,0,0,6,38,1,0,0,0,troy-fumagalli-fumagtr01,TE,2019
Tyler ConklinT. Conklin,12,11.0,0,0,0,0,0,0,0,0,0,0,8,58,0,0,0,0,tyler-conklin-conklty01,TE,2019
Durham SmytheD. Smythe,5,11.0,0,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0,durham-smythe-smythdu01,TE,2019
Luke StockerL. Stocker,9,11.0,0,0,0,0,0,0,0,0,0,0,8,53,0,0,0,0,luke-stocker-stocklu01,TE,2019
Lee SmithL. Smith,6,10.0,0,0,0,0,0,0,0,0,0,0,4,31,1,0,0,0,lee-smith-smithle07,TE,2019
Cethan CarterC. Carter,9,9.0,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0,cethan-carter-cartece01,TE,2019
Clive WalfordC. Walford,5,8.0,0,0,0,0,0,0,0,4,0,0,4,57,0,0,0,0,clive-walford-walfocl01,TE,2019
Lance KendricksL. Kendricks,12,7.0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,lance-kendricks-kendrla01,TE,2019
Drew SampleD. Sample,9,7.0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,drew-sample-sampldr01,TE,2019
Ross TravisR. Travis,6,7.0,0,0,0,0,0,0,0,0,0,0,4,51,0,0,1,0,ross-travis-traviro01,TE,2019
Deon YelderD. Yelder,12,7.0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,deon-yelder-yeldede01,TE,2019
Trevon WescoT. Wesco,4,6.0,0,0,0,0,0,0,1,2,0,0,2,47,0,0,0,0,trevon-wesco-wescotr01,TE,2019
John MundtJ. Mundt,9,5.0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,john-mundt-mundtjo01,TE,2019
Tanner HudsonT. Hudson,7,4.0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,tanner-hudson-hudsota01,TE,2019
Codey McElroyC. McElroy,7,4.0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,codey-mcelroy-mcelrco01,TE,2019
Eric SaubertE. Saubert,6,4.0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,eric-saubert-saubeer01,TE,2019
Pharaoh BrownP. Brown,7,3.0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,pharaoh-brown-brownph03,TE,2019
Isaac NautaI. Nauta,5,3.0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,isaac-nauta-nautais01,TE,2019
Josh OliverJ. Oliver,10,3.0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,josh-oliver-olivejo01,TE,2019
Scott SimonsonS. Simonson,11,3.0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,scott-simonson-simonsc01,TE,2019
Antony AuclairA. Auclair,7,2.0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,antony-auclair-auclaan01,TE,2019
Sean CulkinS. Culkin,12,2.0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,sean-culkin-culkise01,TE,2019
Chris ManhertzC. Manhertz,7,2.0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,chris-manhertz-manhech01,TE,2019
Levine ToiloloL. Toilolo,4,2.0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,levine-toilolo-toilole01,TE,2019
Darrell DanielsD. Daniels,12,1.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,darrell-daniels-danieda05,TE,2019
Zach GentryZ. Gentry,7,1.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,zach-gentry-gentrza01,TE,2019
Xavier GrimbleX. Grimble,7,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,xavier-grimble-grimbxa01,TE,2019
Chris Herndon IVC. Herndon,4,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,chris-herndon-herndch01,TE,2019
Charles JonesC. Jones,10,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,charles-jones-jonesch17,TE,2019
Ben KoyackB. Koyack,10,1.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,ben-koyack-koyacbe01,TE,2019
Dalton SchultzD. Schultz,8,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,dalton-schultz-schulda01,TE,2019
Tyrone SwoopesT. Swoopes,11,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,tyrone-swoopes-swoopty01,TE,2019
Jordan ThomasJ. Thomas,10,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,jordan-thomas-thomajo18,TE,2019
Eric TomlinsonE. Tomlinson,6,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,eric-tomlinson-tomlier01,TE,2019
