Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,ID,Pos,Year
Jamie HarperJ. Harper,6,13.0,0,0,0,0,0,0,17,44,1,0,4,32,0,0,1,0,jamie-harper-harpeja03,RB,2011
Ahmard HallA. Hall,6,12.0,0,0,0,0,0,0,6,24,0,0,9,46,0,0,1,0,ahmard-hall-hallah01,RB,2011
Anthony ShermanA. Sherman,6,12.0,0,0,0,0,0,0,1,3,0,0,8,72,0,0,0,0,anthony-sherman-sherman01,RB,2011
Jonathan DwyerJ. Dwyer,11,11.0,0,0,0,0,0,0,16,123,0,0,1,6,0,0,0,0,jonathan-dwyer-dwyerjo01,RB,2011
Greg JonesG. Jones,9,11.0,0,0,0,0,0,0,2,7,1,0,4,19,0,0,0,0,greg-jones-jonesgr03,RB,2011
Josh BakerJ. Baker,8,10.0,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0,josh-baker-bakerjo08,RB,2011
John ClayJ. Clay,11,10.0,0,0,0,0,0,0,10,41,1,0,0,0,0,0,0,0,john-clay-clayjo02,RB,2011
Tyler CluttsT. Clutts,8,10.0,0,0,0,0,0,0,0,0,0,0,8,48,0,0,0,0,tyler-clutts-cluttty01,RB,2011
Erik LorigE. Lorig,8,10.0,0,0,0,0,0,0,0,0,0,0,6,53,0,0,0,0,erik-lorig-loriger01,RB,2011
Shane VereenS. Vereen,7,10.0,0,0,0,0,0,0,15,57,1,0,0,0,0,0,0,0,shane-vereen-vereesh01,RB,2011
John ConnerJ. Conner,8,9.0,0,0,0,0,0,0,13,44,1,0,2,9,0,0,0,0,john-conner-connojo01,RB,2011
Taiwan JonesT. Jones,8,9.0,0,0,0,0,0,0,16,73,0,0,2,25,0,0,0,0,taiwan-jones-jonesta01,RB,2011
Rock CartwrightR. Cartwright,8,8.0,0,0,0,0,0,0,4,45,0,0,4,24,0,0,0,0,rock-cartwright-cartwro01,RB,2011
Owen MarecicO. Marecic,5,7.0,0,0,0,0,0,0,4,8,0,0,5,31,0,0,0,0,owen-marecic-marecow01,RB,2011
Brit MillerB. Miller,5,7.0,0,0,0,0,0,0,5,14,0,0,3,41,0,0,0,0,brit-miller-millebr07,RB,2011
Tony FiammettaT. Fiammetta,5,6.0,0,0,0,0,0,0,4,4,0,0,3,39,0,0,0,0,tony-fiammetta-fiammto01,RB,2011
Lawrence VickersL. Vickers,11,6.0,0,0,0,0,0,0,1,0,0,0,4,29,0,0,0,0,lawrence-vickers-vickela01,RB,2011
Jerome FeltonJ. Felton,11,5.0,0,0,0,0,0,0,3,10,0,0,4,40,0,0,0,0,jerome-felton-feltoje01,RB,2011
Quinn JohnsonQ. Johnson,8,5.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,quinn-johnson-johnsqu01,RB,2011
Montell OwensM. Owens,9,5.0,0,0,0,0,0,0,10,39,0,0,2,2,0,0,0,0,montell-owens-owensmo02,RB,2011
Owen SchmittO. Schmitt,7,5.0,0,0,0,0,0,0,4,6,0,0,3,32,0,0,0,0,owen-schmitt-schmiow01,RB,2011
Manase TongaM. Tonga,8,5.0,0,0,0,0,0,0,1,12,0,0,3,18,0,0,0,0,manase-tonga-tongama01,RB,2011
Armando AllenA. Allen,8,4.0,0,0,0,0,0,0,15,48,0,0,0,0,0,0,0,0,armando-allen-allenar02,RB,2011
DuJuan HarrisD. Harris,9,4.0,0,0,0,0,0,0,9,42,0,0,1,4,0,0,0,0,dujuan-harris-harridu03,RB,2011
Chris PressleyC. Pressley,7,4.0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,chris-pressley-pressch01,RB,2011
Brock BolenB. Bolen,9,3.0,0,0,0,0,0,0,2,14,0,0,2,6,0,0,0,0,brock-bolen-bolenbr01,RB,2011
Jerome HarrisonJ. Harrison,9,3.0,0,0,0,0,0,0,14,41,0,0,1,3,0,0,0,0,jerome-harrison-harrije02,RB,2011
Bilal PowellB. Powell,8,3.0,0,0,0,0,0,0,13,21,0,0,1,7,0,0,0,0,bilal-powell-powelbi01,RB,2011
Chauncey WashingtonC. Washington,5,3.0,0,0,0,0,0,0,1,-1,0,0,2,13,0,0,0,0,chauncey-washington-washich04,RB,2011
Johnny WhiteJ. White,7,3.0,0,0,0,0,0,0,12,38,0,0,1,-3,0,0,0,0,johnny-white-whitejo04,RB,2011
Thomas ClaytonT. Clayton,5,2.0,0,0,0,0,0,0,8,12,0,0,1,3,0,0,0,0,thomas-clayton-claytth01,RB,2011
Mike CoxM. Cox,6,2.0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,mike-cox-coxmi01,RB,2011
Ryan D'ImperioR. D'Imperio,9,2.0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,ryan-dimperio-dimpery01,RB,2011
Alexander GreenA. Green,8,2.0,0,0,0,0,0,0,3,11,0,0,1,6,0,0,0,0,alexander-green-greenal05,RB,2011
Reagan Maui'aR. Maui'a,6,2.0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,reagan-mauia-mauiare01,RB,2011
Jerious NorwoodJ. Norwood,5,2.0,1,0,0,0,1,0,24,61,0,0,0,0,0,0,0,0,jerious-norwood-norwoje01,RB,2011
Da'Rel ScottD. Scott,7,2.0,0,0,0,0,0,0,5,16,0,0,2,13,0,0,1,0,darel-scott-scottda06,RB,2011
Mike SellersM. Sellers,5,2.0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,mike-sellers-sellemi01,RB,2011
Josh VaughanJ. Vaughan,9,2.0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,josh-vaughan-vaughjo03,RB,2011
Eddie WilliamsE. Williams,5,2.0,0,0,0,0,0,0,2,2,0,0,1,17,0,0,0,0,eddie-williams-willied05,RB,2011
Aaron BrownA. Brown,9,1.0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,aaron-brown-brownaa04,RB,2011
Shaun ChapasS. Chapas,5,1.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,shaun-chapas-chapash01,RB,2011
Mike GoodsonM. Goodson,9,1.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,mike-goodson-goodsmi01,RB,2011
Stefan LoganS. Logan,9,1.0,0,0,0,0,0,0,9,32,0,0,1,19,0,0,2,0,stefan-logan-loganst01,RB,2011
Ryan MahaffeyR. Mahaffey,5,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,ryan-mahaffey-mahafry01,RB,2011
Corey McIntyreC. McIntyre,7,1.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,corey-mcintyre-mcintco01,RB,2011
Anthony AllenA. Allen,5,0.0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,anthony-allen-allenan04,RB,2011
Larry JohnsonL. Johnson,5,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,larry-johnson-johnsla03,RB,2011
Cedric PeermanC. Peerman,7,0.0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,cedric-peerman-peermce01,RB,2011
Armond SmithA. Smith,5,0.0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,armond-smith-smithar04,RB,2011
Calvin JohnsonC. Johnson,9,351.0,0,0,0,0,0,0,1,11,0,0,96,1681,16,0,1,0,calvin-johnson-johnsca03,WR,2011
Wes WelkerW. Welker,7,328.0,0,0,0,0,0,0,4,30,0,0,122,1569,9,0,0,0,wes-welker-welkewe01,WR,2011
Victor CruzV. Cruz,7,281.0,0,0,0,0,0,0,1,3,0,0,82,1536,9,0,1,0,victor-cruz-cruzvi01,WR,2011
Jordy NelsonJ. Nelson,8,278.0,0,0,0,0,0,0,0,0,0,0,68,1263,15,0,0,0,jordy-nelson-nelsojo01,WR,2011
Roddy WhiteR. White,8,272.0,0,0,0,0,0,0,0,0,0,0,100,1296,8,0,0,0,roddy-white-whitesh03,WR,2011
Larry FitzgeraldL. Fitzgerald,6,261.0,0,0,0,0,0,0,0,0,0,0,80,1411,8,0,0,0,larry-fitzgerald-fitzgla01,WR,2011
Steve SmithS. Smith,9,256.0,0,0,0,0,0,0,6,56,0,0,79,1394,7,1,2,0,steve-smith-smithst01,WR,2011
Percy HarvinP. Harvin,9,248.0,0,0,0,0,0,0,52,345,2,0,87,967,6,0,2,0,percy-harvin-harvipe01,WR,2011
Marques ColstonM. Colston,11,235.0,0,0,0,0,0,0,0,0,0,0,80,1143,8,0,1,0,marques-colston-colstma01,WR,2011
Mike WallaceM. Wallace,11,235.0,0,0,0,0,0,0,5,57,0,0,72,1193,8,0,1,0,mike-wallace-wallami02,WR,2011
Brandon MarshallB. Marshall,5,231.0,0,0,0,0,0,0,1,13,0,0,81,1214,6,0,1,0,brandon-marshall-marshbr01,WR,2011
Hakeem NicksH. Nicks,7,230.0,0,0,0,0,0,0,0,0,0,0,76,1192,7,0,0,0,hakeem-nicks-nicksha01,WR,2011
Vincent JacksonV. Jackson,6,222.0,0,0,0,0,0,0,3,51,0,0,60,1106,9,0,0,0,vincent-jackson-jacksvi02,WR,2011
Nate WashingtonN. Washington,6,219.0,0,0,0,0,0,0,2,5,1,0,74,1023,7,0,0,0,nate-washington-washina01,WR,2011
Dwayne BoweD. Bowe,6,218.0,0,0,0,0,0,0,1,12,0,0,81,1159,5,0,0,0,dwayne-bowe-bowedw01,WR,2011
Greg JenningsG. Jennings,8,210.0,0,0,0,0,0,0,0,0,0,0,67,949,9,0,0,0,greg-jennings-jennigr01,WR,2011
Stevie JohnsonS. Johnson,7,210.0,0,0,0,0,0,0,0,0,0,0,76,1004,7,0,0,0,stevie-johnson-johnsst05,WR,2011
A.J. GreenA. Green,7,209.0,0,0,0,0,0,0,5,53,0,0,65,1057,7,0,0,0,aj-green-greenaj02,WR,2011
Dez BryantD. Bryant,5,203.0,0,0,0,0,0,0,1,5,0,0,63,928,9,0,1,0,dez-bryant-bryande02,WR,2011
Laurent RobinsonL. Robinson,5,199.0,0,0,0,0,0,0,0,0,0,0,54,858,11,0,0,0,laurent-robinson-robinla03,WR,2011
Pierre GarconP. Garcon,11,194.0,0,0,0,0,0,0,4,28,0,0,70,947,6,0,2,0,pierre-garcon-garcopi01,WR,2011
Julio JonesJ. Jones,8,194.0,0,0,0,0,0,0,6,56,0,0,54,959,8,0,1,0,julio-jones-jonesju05,WR,2011
Brandon LloydB. Lloyd,5,190.0,1,0,0,0,0,0,0,0,0,0,70,966,5,0,0,0,brandon-lloyd-lloydbr01,WR,2011
Reggie WayneR. Wayne,11,188.0,0,0,0,0,0,0,0,0,0,0,75,960,4,0,0,0,reggie-wayne-waynere01,WR,2011
Jabar GaffneyJ. Gaffney,5,186.0,0,0,0,0,0,0,0,0,0,0,68,947,5,0,1,0,jabar-gaffney-gaffnja01,WR,2011
Antonio BrownA. Brown,11,185.0,0,0,0,0,0,0,7,41,0,0,69,1108,2,0,0,0,antonio-brown-brownan05,WR,2011
Michael CrabtreeM. Crabtree,7,179.0,0,0,0,0,0,0,1,6,0,0,72,874,4,1,0,0,michael-crabtree-crabtmi01,WR,2011
Darrius Heyward-BeyD. Heyward-Bey,8,179.0,0,0,0,0,0,0,0,0,0,0,64,975,4,0,1,0,darrius-heywardbey-heywada01,WR,2011
DeSean JacksonD. Jackson,7,174.0,0,0,0,0,0,0,7,41,0,0,58,961,4,0,1,0,desean-jackson-jacksde02,WR,2011
Jeremy MaclinJ. Maclin,7,173.0,0,0,0,0,0,0,1,1,0,0,63,859,5,0,1,0,jeremy-maclin-maclije01,WR,2011
Torrey SmithT. Smith,5,173.0,0,0,0,0,0,0,4,39,0,0,50,841,7,0,0,0,torrey-smith-smithto08,WR,2011
Nate BurlesonN. Burleson,9,166.0,0,0,0,0,0,0,11,85,0,0,73,757,3,0,1,0,nate-burleson-burlena01,WR,2011
Lance MooreL. Moore,11,162.0,0,0,0,0,0,0,0,0,0,0,52,627,8,2,0,0,lance-moore-moorela03,WR,2011
Santonio HolmesS. Holmes,8,160.0,0,0,0,0,0,0,3,27,0,0,51,654,8,0,1,0,santonio-holmes-holmesa01,WR,2011
Anquan BoldinA. Boldin,5,158.0,0,0,0,0,0,0,0,0,0,0,57,887,3,0,0,0,anquan-boldin-boldian01,WR,2011
Mike WilliamsM. Williams,8,152.0,0,0,0,0,0,0,1,3,0,0,65,771,3,0,2,0,mike-williams-willimi15,WR,2011
Malcom FloydM. Floyd,6,151.0,0,0,0,0,0,0,0,0,0,0,43,856,5,0,0,0,malcom-floyd-floydma03,WR,2011
David NelsonD. Nelson,7,151.0,0,0,0,0,0,0,0,0,0,0,61,658,5,0,0,0,david-nelson-nelsoda04,WR,2011
Doug BaldwinD. Baldwin,6,150.0,0,0,0,0,0,0,1,-2,0,0,51,788,4,0,0,0,doug-baldwin-baldwdo02,WR,2011
Steve BreastonS. Breaston,6,148.0,0,0,0,0,0,0,1,25,0,0,61,785,2,0,0,0,steve-breaston-breasst01,WR,2011
Early DoucetE. Doucet,6,148.0,0,0,0,0,0,0,0,0,0,0,54,689,5,0,0,0,early-doucet-douceea01,WR,2011
Plaxico BurressP. Burress,8,147.0,0,0,0,0,0,0,0,0,0,0,45,612,8,0,0,0,plaxico-burress-burrepl01,WR,2011
Eric DeckerE. Decker,6,147.0,1,0,0,0,0,0,1,1,0,0,44,612,8,0,1,0,eric-decker-deckeer01,WR,2011
Deion BranchD. Branch,7,144.0,0,0,0,0,0,0,0,0,0,0,51,702,5,0,0,0,deion-branch-brancde01,WR,2011
Titus YoungT. Young,9,142.0,0,0,0,0,0,0,2,15,0,0,48,607,6,1,0,0,titus-young-youngti01,WR,2011
Jerome SimpsonJ. Simpson,7,141.0,0,0,0,0,0,0,0,0,0,0,50,725,4,0,0,0,jerome-simpson-simpsje01,WR,2011
Miles AustinM. Austin,5,140.0,0,0,0,0,0,0,2,3,0,0,43,579,7,0,0,0,miles-austin-austimi01,WR,2011
Greg LittleG. Little,5,139.0,0,0,0,0,0,0,3,15,0,0,61,709,2,0,0,0,greg-little-littlgr01,WR,2011
James JonesJ. Jones,8,137.0,0,0,0,0,0,0,0,0,0,0,38,635,7,0,0,0,james-jones-jonesja07,WR,2011
Robert MeachemR. Meachem,11,132.0,0,0,0,0,0,0,4,18,0,0,40,620,6,0,0,0,robert-meachem-meachro01,WR,2011
Denarius MooreD. Moore,8,131.0,0,0,0,0,0,0,5,61,1,0,33,618,5,0,0,0,denarius-moore-moorede06,WR,2011
Damian WilliamsD. Williams,6,128.0,0,0,0,0,0,0,0,0,0,0,45,592,5,0,0,0,damian-williams-willida17,WR,2011
Dexter McClusterD. McCluster,6,127.0,0,0,0,0,0,0,114,516,1,0,46,328,1,0,3,0,dexter-mccluster-mcclude01,WR,2011
Santana MossS. Moss,5,123.0,0,0,0,0,0,0,0,0,0,0,46,584,4,0,0,0,santana-moss-mosssa01,WR,2011
Jason AvantJ. Avant,7,118.0,0,0,0,0,0,0,0,0,0,0,52,679,1,0,2,0,jason-avant-avantja01,WR,2011
Andre RobertsA. Roberts,6,117.0,0,0,0,0,0,0,3,27,0,0,51,586,2,0,0,0,andre-roberts-roberan01,WR,2011
Davone BessD. Bess,5,115.0,0,0,0,0,0,0,2,9,0,0,51,537,3,0,2,0,davone-bess-bessda01,WR,2011
Johnny KnoxJ. Knox,8,114.0,0,0,0,0,0,0,0,0,0,0,37,727,2,0,1,0,johnny-knox-knoxjo01,WR,2011
Joshua CribbsJ. Cribbs,5,112.0,0,0,0,0,0,0,7,25,0,0,41,518,4,0,1,0,joshua-cribbs-cribbjo02,WR,2011
Donald DriverD. Driver,8,111.0,0,0,0,0,0,0,0,0,0,0,37,445,6,0,0,0,donald-driver-drivedo01,WR,2011
Mario ManninghamM. Manningham,7,110.0,0,0,0,0,0,0,0,0,0,0,39,523,4,0,0,0,mario-manningham-mannima01,WR,2011
Brandon LaFellB. LaFell,9,109.0,0,0,0,0,0,0,0,0,0,0,36,613,3,0,0,0,brandon-lafell-lafelbr01,WR,2011
Demaryius ThomasD. Thomas,6,106.0,1,0,0,0,0,0,1,5,0,0,32,551,4,0,0,0,demaryius-thomas-thomade05,WR,2011
Austin CollieA. Collie,11,105.0,0,0,0,0,0,0,0,0,0,0,54,514,1,0,0,0,austin-collie-colliau01,WR,2011
Preston ParkerP. Parker,8,105.0,0,0,0,0,0,0,1,-3,0,0,40,554,3,0,3,0,preston-parker-parkepr01,WR,2011
Dezmon BriscoeD. Briscoe,8,104.0,0,0,0,0,0,0,0,0,0,0,35,387,6,0,0,0,dezmon-briscoe-briscde01,WR,2011
Kevin WalterK. Walter,11,99.0,0,0,0,0,0,0,0,0,0,0,39,474,3,0,0,0,kevin-walter-walteke02,WR,2011
Michael JenkinsM. Jenkins,9,96.0,0,0,0,0,0,0,0,0,0,0,38,466,3,0,2,0,michael-jenkins-jenkimi02,WR,2011
Roy WilliamsR. Williams,8,95.0,0,0,0,0,0,0,0,0,0,0,37,507,2,0,0,0,roy-williams-williro11,WR,2011
Lavelle HawkinsL. Hawkins,6,92.0,0,0,0,0,0,0,0,0,0,0,47,470,1,0,0,0,lavelle-hawkins-hawkila01,WR,2011
Andre JohnsonA. Johnson,11,91.0,0,0,0,0,0,0,1,8,0,0,33,492,2,0,0,0,andre-johnson-johnsan03,WR,2011
Legedu NaaneeL. Naanee,9,91.0,1,1,27,0,0,0,0,0,0,0,44,467,1,0,0,0,legedu-naanee-naanele01,WR,2011
Harry DouglasH. Douglas,8,90.0,0,0,0,0,0,0,1,3,0,0,39,498,1,0,0,0,harry-douglas-douglha01,WR,2011
Hines WardH. Ward,11,90.0,0,0,0,0,0,0,0,0,0,0,46,381,2,0,1,0,hines-ward-wardhi01,WR,2011
Devery HendersonD. Henderson,11,89.0,0,0,0,0,0,0,1,9,0,0,32,503,2,0,0,0,devery-henderson-hendede01,WR,2011
Sidney RiceS. Rice,6,89.0,1,1,55,0,0,0,2,3,0,0,32,484,2,0,0,0,sidney-rice-ricesi02,WR,2011
Ben ObomanuB. Obomanu,6,88.0,0,0,0,0,0,0,1,13,0,0,37,436,2,0,0,0,ben-obomanu-obomabe01,WR,2011
Brian HartlineB. Hartline,5,87.0,0,0,0,0,0,0,1,9,0,0,35,549,1,0,0,0,brian-hartline-hartlbr01,WR,2011
Jacoby JonesJ. Jones,11,87.0,0,0,0,0,0,0,4,17,0,0,31,512,2,0,0,0,jacoby-jones-jonesja06,WR,2011
Mike ThomasM. Thomas,9,87.0,0,0,0,0,0,0,3,11,0,0,44,415,1,0,0,0,mike-thomas-thomami03,WR,2011
Arrelious BennA. Benn,8,86.0,0,0,0,0,0,0,6,-7,0,0,30,441,3,0,0,0,arrelious-benn-bennar01,WR,2011
Golden TateG. Tate,6,85.0,0,0,0,0,0,0,5,14,0,0,35,382,3,0,0,0,golden-tate-tatego02,WR,2011
Andre CaldwellA. Caldwell,7,83.0,0,0,0,0,0,0,0,0,0,0,37,317,3,0,0,0,andre-caldwell-caldwan01,WR,2011
Brandon GibsonB. Gibson,5,82.0,0,0,0,0,0,0,2,16,0,0,36,431,1,0,0,0,brandon-gibson-gibsobr01,WR,2011
Danario AlexanderD. Alexander,5,77.0,0,0,0,0,0,0,0,0,0,0,26,431,2,0,0,0,danario-alexander-alexada04,WR,2011
Jason HillJ. Hill,9,75.0,0,0,0,0,0,0,0,0,0,0,25,367,3,0,0,0,jason-hill-hillja03,WR,2011
Mohamed MassaquoiM. Massaquoi,5,75.0,0,0,0,0,0,0,0,0,0,0,31,384,2,0,0,0,mohamed-massaquoi-massamo01,WR,2011
Devin AromashoduD. Aromashodu,9,74.0,0,0,0,0,0,0,0,0,0,0,26,468,1,0,0,0,devin-aromashodu-aromade01,WR,2011
Dane SanzenbacherD. Sanzenbacher,8,68.0,0,0,0,0,0,0,1,-4,0,0,27,276,3,0,0,0,dane-sanzenbacher-sanzeda01,WR,2011
Devin HesterD. Hester,8,66.0,0,0,0,0,0,0,1,-6,0,0,26,369,1,0,0,0,devin-hester-hestede01,WR,2011
Earl BennettE. Bennett,8,63.0,0,0,0,0,0,0,0,0,0,0,24,381,1,0,1,0,earl-bennett-benneea02,WR,2011
Jeremy KerleyJ. Kerley,8,62.0,1,1,41,0,0,0,5,28,0,0,29,314,1,0,1,0,jeremy-kerley-kerleje01,WR,2011
Kenny BrittK. Britt,6,61.0,0,0,0,0,0,0,0,0,0,0,17,289,3,0,1,0,kenny-britt-brittke01,WR,2011
Donte' StallworthD. Stallworth,5,61.0,0,0,0,0,0,0,2,1,0,0,22,309,2,0,0,0,donte-stallworth-stalldo01,WR,2011
Kyle WilliamsK. Williams,7,61.0,0,0,0,0,0,0,2,32,0,0,20,241,3,0,0,0,kyle-williams-williky03,WR,2011
Vincent BrownV. Brown,6,60.0,0,0,0,0,0,0,0,0,0,0,19,329,2,0,0,0,vincent-brown-brownvi03,WR,2011
Randall CobbR. Cobb,8,60.0,1,0,0,0,0,0,2,5,0,0,25,375,1,0,3,0,randall-cobb-cobbra01,WR,2011
Emmanuel SandersE. Sanders,11,60.0,1,1,15,0,0,0,0,0,0,0,22,288,2,0,0,0,emmanuel-sanders-sandeem01,WR,2011
Brad SmithB. Smith,7,59.0,1,0,0,0,1,0,20,87,1,0,23,240,1,0,0,0,brad-smith-smithbr08,WR,2011
Jarett DillardJ. Dillard,9,58.0,0,0,0,0,0,0,0,0,0,0,29,292,1,0,1,0,jarett-dillard-dillaja01,WR,2011
Chaz SchilensC. Schilens,8,58.0,0,0,0,0,0,0,0,0,0,0,23,271,2,0,0,0,chaz-schilens-schilch01,WR,2011
Jacoby FordJ. Ford,8,52.0,0,0,0,0,0,0,4,31,0,0,19,279,1,0,1,0,jacoby-ford-fordja03,WR,2011
Derek HaganD. Hagan,7,51.0,0,0,0,0,0,0,0,0,0,0,24,252,1,0,0,0,derek-hagan-hagande01,WR,2011
Jordan NorwoodJ. Norwood,5,51.0,0,0,0,0,0,0,0,0,0,0,23,268,1,0,0,0,jordan-norwood-norwojo01,WR,2011
Riley CooperR. Cooper,7,50.0,0,0,0,0,0,0,0,0,0,0,16,315,1,0,0,0,riley-cooper-cooperi02,WR,2011
Patrick CraytonP. Crayton,6,50.0,0,0,0,0,0,0,0,0,0,0,23,248,1,0,0,0,patrick-crayton-craytpa01,WR,2011
Donald JonesD. Jones,7,50.0,0,0,0,0,0,0,1,2,0,0,23,231,1,0,0,0,donald-jones-jonesdo07,WR,2011
Jerricho CotcheryJ. Cotchery,11,49.0,0,0,0,0,0,0,1,3,0,0,16,237,2,0,0,0,jerricho-cotchery-cotchje01,WR,2011
Greg SalasG. Salas,5,49.0,0,0,0,0,0,0,1,8,0,0,27,264,0,0,1,0,greg-salas-salasgr01,WR,2011
Louis MurphyL. Murphy,8,48.0,0,0,0,0,0,0,6,69,1,0,15,241,0,0,0,0,louis-murphy-murphlo01,WR,2011
Austin PettisA. Pettis,5,48.0,0,0,0,0,0,0,1,-6,0,0,27,256,0,0,0,0,austin-pettis-pettiau01,WR,2011
Jonathan BaldwinJ. Baldwin,6,47.0,0,0,0,0,0,0,0,0,0,0,21,254,1,0,0,0,jonathan-baldwin-baldwjo03,WR,2011
Matt WillisM. Willis,6,46.0,0,0,0,0,0,0,0,0,0,0,18,267,1,0,0,0,matt-willis-willima14,WR,2011
Mike WilliamsM. Williams,6,45.0,0,0,0,0,0,0,0,0,0,0,18,236,1,0,0,0,mike-williams-willimi10,WR,2011
Andrew HawkinsA. Hawkins,7,44.0,0,0,0,0,0,0,5,25,0,0,23,263,0,0,0,0,andrew-hawkins-hawkian02,WR,2011
Chad JohnsonC. Johnson,7,44.0,0,0,0,0,0,0,0,0,0,0,15,276,1,0,0,0,chad-johnson-johnsch02,WR,2011
Naaman RooseveltN. Roosevelt,7,44.0,0,0,0,0,0,0,0,0,0,0,16,257,1,0,0,0,naaman-roosevelt-roosena01,WR,2011
Ted Ginn Jr.T. Ginn,7,42.0,0,0,0,0,0,0,8,68,0,0,19,220,0,0,0,0,ted-ginn-ginnte01,WR,2011
Josh MorganJ. Morgan,7,40.0,0,0,0,0,0,0,0,0,0,0,15,220,1,0,0,0,josh-morgan-morgajo02,WR,2011
Eddie RoyalE. Royal,6,40.0,0,0,0,0,0,0,7,48,0,0,19,155,1,0,0,0,eddie-royal-royaled01,WR,2011
Chastin WestC. West,8,37.0,0,0,0,0,0,0,0,0,0,0,13,163,2,0,0,0,chastin-west-westch02,WR,2011
Braylon EdwardsB. Edwards,7,30.0,0,0,0,0,0,0,0,0,0,0,15,181,0,0,0,0,braylon-edwards-edwarbr02,WR,2011
Leonard HankersonL. Hankerson,5,30.0,0,0,0,0,0,0,0,0,0,0,13,163,0,1,0,0,leonard-hankerson-hankele01,WR,2011
Derrick MasonD. Mason,11,30.0,0,0,0,0,0,0,0,0,0,0,19,170,0,0,0,0,derrick-mason-masonde01,WR,2011
T.J. HoushmandzadehT. Houshmandzadeh,8,29.0,0,0,0,0,0,0,0,0,0,0,11,146,1,0,0,0,tj-houshmandzadeh-houshtj01,WR,2011
Anthony ArmstrongA. Armstrong,5,28.0,0,0,0,0,0,0,2,19,0,0,7,103,2,0,0,0,anthony-armstrong-armstan02,WR,2011
Kevin OgletreeK. Ogletree,5,27.0,0,0,0,0,0,0,2,3,0,0,15,164,0,0,1,0,kevin-ogletree-ogletke01,WR,2011
Steve SmithS. Smith,7,26.0,0,0,0,0,0,0,0,0,0,0,11,124,1,0,0,0,steve-smith-smithst08,WR,2011
Mike Sims-WalkerM. Sims-Walker,9,25.0,0,0,0,0,0,0,0,0,0,0,12,150,0,0,0,0,mike-simswalker-walkemi04,WR,2011
Terrence AustinT. Austin,5,22.0,0,0,0,0,0,0,0,0,0,0,12,137,0,0,1,0,terrence-austin-austite02,WR,2011
Jesse HolleyJ. Holley,5,22.0,0,0,0,0,0,0,0,0,0,0,7,169,0,0,0,0,jesse-holley-holleje01,WR,2011
Patrick TurnerP. Turner,8,22.0,0,0,0,0,0,0,0,0,0,0,8,96,1,0,0,0,patrick-turner-turnepa01,WR,2011
David AndersonD. Anderson,5,19.0,0,0,0,0,0,0,0,0,0,0,7,79,1,0,0,0,david-anderson-anderda03,WR,2011
Bryant JohnsonB. Johnson,11,19.0,0,0,0,0,0,0,1,1,0,0,6,90,1,0,0,0,bryant-johnson-johnsbr05,WR,2011
Greg CamarilloG. Camarillo,9,18.0,0,0,0,0,0,0,0,0,0,0,9,121,0,0,0,0,greg-camarillo-camargr01,WR,2011
Terrance CopperT. Copper,6,18.0,0,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0,terrance-copper-coppete01,WR,2011
Ricardo LocketteR. Lockette,6,18.0,0,0,0,0,0,0,0,0,0,0,2,105,1,0,0,0,ricardo-lockette-lockeri01,WR,2011
Eric WeemsE. Weems,8,18.0,0,0,0,0,0,0,0,0,0,0,11,90,0,0,0,0,eric-weems-weemser01,WR,2011
Sam HurdS. Hurd,8,17.0,0,0,0,0,0,0,0,0,0,0,8,109,0,0,0,0,sam-hurd-hurdsa01,WR,2011
Ramses BardenR. Barden,7,15.0,0,0,0,0,0,0,0,0,0,0,9,94,0,0,0,0,ramses-barden-bardera01,WR,2011
Bernard BerrianB. Berrian,9,15.0,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0,bernard-berrian-berribe01,WR,2011
Keary ColbertK. Colbert,6,15.0,0,0,0,0,0,0,0,0,0,0,9,89,0,0,0,0,keary-colbert-colbeke01,WR,2011
Ruvell MartinR. Martin,7,15.0,0,0,0,0,0,0,0,0,0,0,7,82,0,0,0,0,ruvell-martin-martiru01,WR,2011
