Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,ID,Pos,Year
Kevin KolbK. Kolb,6,115.0,253,146,1955,9,8,0,17,65,0,0,0,0,0,0,3,0,kevin-kolb-kolbke01,QB,2011
Matt CasselM. Cassel,6,114.0,269,160,1713,10,9,0,25,99,0,0,1,-4,0,0,2,0,matt-cassel-cassema01,QB,2011
Sam BradfordS. Bradford,5,103.0,357,191,2164,6,6,0,18,26,0,0,0,0,0,0,7,0,sam-bradford-bradfsa01,QB,2011
Kyle OrtonK. Orton,6,101.0,252,150,1758,9,9,0,11,13,0,0,0,0,0,0,2,0,kyle-orton-ortonky01,QB,2011
Jason CampbellJ. Campbell,8,87.0,165,100,1170,6,4,0,18,60,2,0,0,0,0,0,1,0,jason-campbell-campbja02,QB,2011
Curtis PainterC. Painter,11,82.0,243,132,1541,6,9,0,17,107,0,0,0,0,0,0,3,0,curtis-painter-paintcu01,QB,2011
Donovan McNabbD. McNabb,9,70.0,156,94,1026,4,2,0,14,59,1,0,0,0,0,0,0,0,donovan-mcnabb-mcnabdo01,QB,2011
Dan OrlovskyD. Orlovsky,11,69.0,193,122,1201,6,4,0,6,5,0,0,0,0,0,0,3,0,dan-orlovsky-orlovda01,QB,2011
Chad HenneC. Henne,5,64.0,112,64,868,4,4,0,15,112,1,0,0,0,0,0,0,0,chad-henne-hennech01,QB,2011
Matt FlynnM. Flynn,8,57.0,49,33,518,6,2,0,13,-6,1,0,0,0,0,0,1,0,matt-flynn-flynnma01,QB,2011
Jake LockerJ. Locker,6,54.0,66,34,542,4,0,0,8,56,1,0,0,0,0,0,0,0,jake-locker-lockeja02,QB,2011
John BeckJ. Beck,5,53.0,132,80,858,2,4,1,10,43,2,0,0,0,0,0,1,0,john-beck-beckjo02,QB,2011
Joe WebbJ. Webb,9,53.0,63,34,376,3,2,0,22,154,2,0,1,9,0,0,1,0,joe-webb-webbjo01,QB,2011
T.J. YatesT. Yates,11,49.0,134,82,949,3,3,0,14,57,0,0,0,0,0,0,3,0,tj-yates-yatestj01,QB,2011
Vince YoungV. Young,7,47.0,114,66,866,4,9,0,18,79,0,0,0,0,0,0,0,0,vince-young-youngvi01,QB,2011
Kellen ClemensK. Clemens,5,39.0,91,48,546,2,1,0,6,37,1,0,0,0,0,0,0,0,kellen-clemens-clemeke01,QB,2011
Seneca WallaceS. Wallace,5,37.0,107,55,567,2,2,0,7,70,0,0,1,21,0,0,1,0,seneca-wallace-wallase01,QB,2011
Caleb HanieC. Hanie,8,32.0,102,51,613,3,9,0,13,98,0,0,0,0,0,0,0,0,caleb-hanie-hanieca01,QB,2011
Josh McCownJ. McCown,7,27.0,55,35,414,2,4,0,12,68,0,1,0,0,0,0,0,0,josh-mccown-mccowjo01,QB,2011
Tyler PalkoT. Palko,6,27.0,134,80,796,2,7,0,5,15,0,0,0,0,0,0,1,0,tyler-palko-palkoty01,QB,2011
Kerry CollinsK. Collins,11,24.0,98,48,481,2,1,0,2,-1,0,0,0,0,0,0,3,0,kerry-collins-collike01,QB,2011
A.J. FeeleyA. Feeley,5,20.0,97,53,548,1,2,0,3,4,0,0,0,0,0,0,2,0,aj-feeley-feeleaj01,QB,2011
Stephen McGeeS. McGee,5,15.0,38,24,182,1,0,0,4,28,0,0,0,0,0,0,0,0,stephen-mcgee-mcgeest01,QB,2011
Josh JohnsonJ. Johnson,8,14.0,36,19,246,1,2,0,11,67,0,0,0,0,0,0,1,0,josh-johnson-johnsjo14,QB,2011
Jake DelhommeJ. Delhomme,11,13.0,28,18,211,1,0,0,0,0,0,0,0,0,0,0,1,0,jake-delhomme-delhoja01,QB,2011
Charlie WhitehurstC. Whitehurst,6,13.0,56,27,298,1,1,0,4,13,0,0,0,0,0,0,1,0,charlie-whitehurst-whitech06,QB,2011
Matt LeinartM. Leinart,11,8.0,13,10,57,1,0,0,1,-1,0,0,0,0,0,0,0,0,matt-leinart-leinama01,QB,2011
Bruce GradkowskiB. Gradkowski,7,7.0,18,8,109,1,1,0,3,1,0,0,0,0,0,0,0,0,bruce-gradkowski-gradkbr01,QB,2011
Richard BartelR. Bartel,6,6.0,22,10,86,1,1,0,1,9,0,0,0,0,0,0,0,0,richard-bartel-barteri01,QB,2011
Charlie BatchC. Batch,11,6.0,24,15,208,0,1,0,3,-2,0,0,0,0,0,0,0,0,charlie-batch-batchch01,QB,2011
Jon KitnaJ. Kitna,5,5.0,10,6,87,1,2,0,3,-2,0,0,0,0,0,0,0,0,jon-kitna-kitnajo01,QB,2011
Chris RedmanC. Redman,8,4.0,28,18,188,0,1,0,5,-6,0,0,0,0,0,0,0,0,chris-redman-redmach01,QB,2011
Luke McCownL. McCown,9,3.0,56,30,296,0,4,0,7,23,0,0,0,0,0,0,1,0,luke-mccown-mccowlu01,QB,2011
Kyle BollerK. Boller,8,2.0,28,15,161,0,3,0,9,38,0,0,0,0,0,0,0,0,kyle-boller-bolleky01,QB,2011
J.P. LosmanJ. Losman,5,2.0,10,6,60,0,0,0,2,1,0,0,0,0,0,0,0,0,jp-losman-losmajp01,QB,2011
Mark BrunellM. Brunell,8,1.0,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,mark-brunell-brunema01,QB,2011
Shaun HillS. Hill,9,1.0,3,2,33,0,0,0,1,-1,0,0,0,0,0,0,0,0,shaun-hill-hillsh01,QB,2011
Colin KaepernickC. Kaepernick,7,1.0,5,3,35,0,0,0,2,-2,0,0,0,0,0,0,0,0,colin-kaepernick-kaepeco01,QB,2011
Derek AndersonD. Anderson,9,0.0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,derek-anderson-anderde01,QB,2011
Tom BrandstaterT. Brandstater,5,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tom-brandstater-brandto01,QB,2011
Chase DanielC. Daniel,11,0.0,5,4,29,0,0,0,3,-3,0,0,0,0,0,0,0,0,chase-daniel-daniech01,QB,2011
Brian HoyerB. Hoyer,7,0.0,1,1,22,0,0,0,4,-3,0,0,0,0,0,0,0,0,brian-hoyer-hoyerbr01,QB,2011
Tyrod TaylorT. Taylor,5,0.0,1,1,18,0,0,0,1,2,0,0,0,0,0,0,0,0,tyrod-taylor-tayloty02,QB,2011
Billy VolekB. Volek,6,0.0,0,0,0,0,0,0,5,-5,0,0,0,0,0,0,0,0,billy-volek-volekbi01,QB,2011
Mike KafkaM. Kafka,7,-1.0,16,11,107,0,2,0,3,0,0,0,0,0,0,0,0,0,mike-kafka-kafkami01,QB,2011
Tyler ThigpenT. Thigpen,7,-2.0,8,3,25,0,1,0,1,8,0,0,0,0,0,0,0,0,tyler-thigpen-thigpty01,QB,2011
Ray RiceR. Rice,5,363.0,1,1,1,1,0,0,291,1364,12,0,76,704,3,0,2,0,ray-rice-ricera01,RB,2011
LeSean McCoyL. McCoy,7,319.0,0,0,0,0,0,0,273,1309,17,0,48,315,3,0,1,0,lesean-mccoy-mccoyle02,RB,2011
Arian FosterA. Foster,11,294.0,0,0,0,0,0,0,278,1224,10,0,53,617,2,0,3,0,arian-foster-fostear01,RB,2011
Maurice Jones-DrewM. Jones-Drew,9,293.0,0,0,0,0,0,0,343,1606,8,0,43,374,3,0,1,0,maurice-jonesdrew-drewma01,RB,2011
Darren SprolesD. Sproles,11,256.0,0,0,0,0,0,0,87,603,2,0,86,710,7,0,0,0,darren-sproles-sprolda01,RB,2011
Marshawn LynchM. Lynch,6,233.0,2,0,0,0,0,0,285,1204,12,0,28,212,1,0,2,0,marshawn-lynch-lynchma01,RB,2011
Ryan MathewsR. Mathews,6,225.0,0,0,0,0,0,0,222,1091,6,0,50,455,0,0,2,0,ryan-mathews-mathery01,RB,2011
Michael TurnerM. Turner,8,222.0,0,0,0,0,0,0,301,1340,11,0,17,168,0,0,2,0,michael-turner-turnemi02,RB,2011
Chris JohnsonC. Johnson,6,215.0,0,0,0,0,0,0,262,1047,4,0,57,418,0,0,1,0,chris-johnson-johnsch19,RB,2011
Steven JacksonS. Jackson,5,213.0,0,0,0,0,0,0,260,1145,5,0,42,333,1,0,1,0,steven-jackson-jacksst03,RB,2011
Matt ForteM. Forte,8,211.0,1,0,0,0,0,0,203,997,3,0,52,490,1,0,2,0,matt-forte-fortema01,RB,2011
Reggie BushR. Bush,5,210.0,0,0,0,0,0,0,216,1086,6,0,43,296,1,0,2,0,reggie-bush-bushre01,RB,2011
Michael BushM. Bush,8,208.0,0,0,0,0,0,0,256,977,7,0,37,418,1,0,1,0,michael-bush-bushmi01,RB,2011
Fred JacksonF. Jackson,7,203.0,0,0,0,0,0,0,170,934,6,0,39,442,0,0,2,0,fred-jackson-jacksfr03,RB,2011
Adrian PetersonA. Peterson,9,199.0,0,0,0,0,0,0,208,970,12,0,18,139,1,0,0,0,adrian-peterson-peterad02,RB,2011
Mike TolbertM. Tolbert,6,192.0,0,0,0,0,0,0,121,490,8,0,54,433,2,0,1,0,mike-tolbert-tolbemi02,RB,2011
Ahmad BradshawA. Bradshaw,7,181.0,0,0,0,0,0,0,171,659,9,1,34,267,2,0,1,0,ahmad-bradshaw-bradsah01,RB,2011
Frank GoreF. Gore,7,181.0,0,0,0,0,0,0,282,1211,8,0,17,114,0,0,2,0,frank-gore-gorefr01,RB,2011
Jonathan StewartJ. Stewart,9,180.0,0,0,0,0,0,0,142,761,4,0,47,413,1,0,0,0,jonathan-stewart-stewajo02,RB,2011
Shonn GreeneS. Greene,8,178.0,0,0,0,0,0,0,253,1054,6,0,30,211,0,0,0,0,shonn-greene-greensh01,RB,2011
Beanie WellsB. Wells,6,171.0,0,0,0,0,0,0,245,1047,10,0,10,52,0,0,2,0,beanie-wells-wellsch01,RB,2011
Pierre ThomasP. Thomas,11,170.0,0,0,0,0,0,0,110,562,5,0,50,425,1,0,1,0,pierre-thomas-thomapi01,RB,2011
Rashard MendenhallR. Mendenhall,11,168.0,0,0,0,0,0,0,228,928,9,0,18,154,0,0,1,0,rashard-mendenhall-mendera01,RB,2011
Willis McGaheeW. McGahee,6,159.0,0,0,0,0,0,0,249,1199,4,1,12,51,1,0,3,0,willis-mcgahee-mcgahwi01,RB,2011
Roy HeluR. Helu,5,156.0,0,0,0,0,0,0,151,640,2,0,49,379,1,0,2,0,roy-helu-heluro01,RB,2011
Cedric BensonC. Benson,7,154.0,0,0,0,0,0,0,273,1067,6,0,15,82,0,0,2,0,cedric-benson-bensoce01,RB,2011
BenJarvus Green-EllisB. Green-Ellis,7,147.0,0,0,0,0,0,0,181,667,11,0,9,159,0,0,0,0,benjarvus-greenellis-greenbe02,RB,2011
C.J. SpillerC. Spiller,7,147.0,0,0,0,0,0,0,107,561,4,0,39,269,2,0,0,0,cj-spiller-spillcj02,RB,2011
DeAngelo WilliamsD. Williams,9,144.0,0,0,0,0,0,0,155,836,7,0,16,135,0,0,0,0,deangelo-williams-willide07,RB,2011
DeMarco MurrayD. Murray,5,137.0,0,0,0,0,0,0,164,897,2,0,26,183,0,0,0,0,demarco-murray-murrade01,RB,2011
Ben TateB. Tate,11,131.0,0,0,0,0,0,0,175,942,4,0,13,98,0,0,3,0,ben-tate-tatebe02,RB,2011
LeGarrette BlountL. Blount,8,126.0,0,0,0,0,0,0,184,781,5,0,15,148,0,0,3,0,legarrette-blount-blounle01,RB,2011
Brandon JacobsB. Jacobs,7,126.0,0,0,0,0,0,0,152,571,7,1,15,128,1,0,0,0,brandon-jacobs-jacobbr01,RB,2011
Darren McFaddenD. McFadden,8,120.0,0,0,0,0,0,0,113,614,4,0,19,154,1,0,1,0,darren-mcfadden-mcfadda01,RB,2011
LaDainian TomlinsonL. Tomlinson,8,120.0,0,0,0,0,0,0,75,280,1,0,42,449,2,0,0,0,ladainian-tomlinson-tomlila01,RB,2011
Donald BrownD. Brown,11,112.0,0,0,0,0,0,0,134,645,5,0,16,86,0,0,0,0,donald-brown-browndo06,RB,2011
Kevin SmithK. Smith,9,111.0,0,0,0,0,0,0,72,356,4,0,22,179,3,0,1,0,kevin-smith-smithke12,RB,2011
Jahvid BestJ. Best,9,107.0,0,0,0,0,0,0,84,390,2,0,27,287,1,0,0,0,jahvid-best-bestja01,RB,2011
Toby GerhartT. Gerhart,9,107.0,0,0,0,0,0,0,109,531,1,0,23,190,3,0,0,0,toby-gerhart-gerhato02,RB,2011
Ryan GrantR. Grant,8,106.0,0,0,0,0,0,0,134,559,2,0,19,268,1,0,1,0,ryan-grant-grantry01,RB,2011
Felix JonesF. Jones,5,106.0,0,0,0,0,0,0,127,575,1,0,33,221,0,0,2,0,felix-jones-jonesfe01,RB,2011
Peyton HillisP. Hillis,5,105.0,0,0,0,0,0,0,161,587,3,0,22,130,0,0,1,0,peyton-hillis-hillipe01,RB,2011
James StarksJ. Starks,8,101.0,0,0,0,0,0,0,133,578,1,0,29,216,0,0,1,0,james-starks-starkja02,RB,2011
Mark IngramM. Ingram,11,87.0,0,0,0,0,0,0,122,474,5,0,11,46,0,0,1,0,mark-ingram-ingrama02,RB,2011
Kendall HunterK. Hunter,7,85.0,0,0,0,0,0,0,112,473,2,0,16,195,0,0,0,0,kendall-hunter-hunteke01,RB,2011
Maurice MorrisM. Morris,9,82.0,0,0,0,0,0,0,80,316,1,0,26,230,1,0,0,0,maurice-morris-morrima01,RB,2011
Marion BarberM. Barber,8,80.0,0,0,0,0,0,0,114,422,6,0,5,50,0,0,1,0,marion-barber-barbema02,RB,2011
Isaac RedmanI. Redman,11,80.0,0,0,0,0,0,0,110,479,3,0,18,78,0,0,2,0,isaac-redman-redmais01,RB,2011
Jackie BattleJ. Battle,6,79.0,0,0,0,0,0,0,149,597,2,0,9,68,0,0,0,0,jackie-battle-battlja01,RB,2011
Daniel ThomasD. Thomas,5,75.0,0,0,0,0,0,0,165,581,0,0,12,72,1,0,1,0,daniel-thomas-thomada05,RB,2011
Marcel ReeceM. Reece,8,73.0,0,0,0,0,0,0,17,112,0,0,27,301,2,0,1,0,marcel-reece-reecema01,RB,2011
Kregg LumpkinK. Lumpkin,8,71.0,0,0,0,0,0,0,31,105,0,0,41,291,0,0,0,0,kregg-lumpkin-lumpkkr01,RB,2011
Lance BallL. Ball,6,70.0,0,0,0,0,0,0,96,402,1,0,16,148,1,0,2,0,lance-ball-ballla03,RB,2011
Chris OgbonnayaC. Ogbonnaya,5,70.0,0,0,0,0,0,0,76,340,1,0,23,165,0,0,1,0,chris-ogbonnaya-ogbonch01,RB,2011
Danny WoodheadD. Woodhead,7,70.0,0,0,0,0,0,0,77,351,1,2,18,157,0,0,0,0,danny-woodhead-woodhda01,RB,2011
Kahlil BellK. Bell,8,67.0,0,0,0,0,0,0,79,337,0,0,19,133,1,0,1,0,kahlil-bell-bellka03,RB,2011
Javon RingerJ. Ringer,6,65.0,0,0,0,0,0,0,59,185,1,0,28,187,0,0,1,0,javon-ringer-ringeja01,RB,2011
Bernard ScottB. Scott,7,65.0,1,0,0,0,0,0,112,380,3,0,13,38,0,0,0,0,bernard-scott-scottbe02,RB,2011
Ricky WilliamsR. Williams,5,65.0,0,0,0,0,0,0,108,444,2,0,13,83,0,0,2,0,ricky-williams-williri01,RB,2011
Joseph AddaiJ. Addai,11,62.0,0,0,0,0,0,0,118,433,1,0,15,93,0,0,0,0,joseph-addai-addaijo01,RB,2011
Jacquizz RodgersJ. Rodgers,8,59.0,0,0,0,0,0,0,57,205,1,0,21,188,1,0,1,0,jacquizz-rodgers-rodgeja01,RB,2011
Earnest GrahamE. Graham,8,58.0,0,0,0,0,0,0,37,206,0,0,26,163,0,0,0,0,earnest-graham-grahaea01,RB,2011
Tim HightowerT. Hightower,5,58.0,0,0,0,0,0,0,84,321,1,0,10,78,1,0,0,0,tim-hightower-hightti01,RB,2011
John KuhnJ. Kuhn,8,58.0,0,0,0,0,0,0,30,78,4,0,15,77,2,0,0,0,john-kuhn-kuhnjo01,RB,2011
Jason SnellingJ. Snelling,8,56.0,0,0,0,0,0,0,44,151,0,0,26,179,1,0,0,0,jason-snelling-snellja01,RB,2011
LaRod Stephens-HowlingL. Stephens-Howling,6,56.0,0,0,0,0,0,0,43,167,0,0,13,234,2,0,0,0,larod-stephenshowling-stephla02,RB,2011
Carnell WilliamsC. Williams,5,56.0,0,0,0,0,0,0,87,361,1,0,14,93,0,0,1,0,carnell-williams-willica03,RB,2011
D.J. WareD. Ware,7,55.0,0,0,0,0,0,0,46,163,0,2,27,170,0,0,0,0,dj-ware-wareda02,RB,2011
James CaseyJ. Casey,11,48.0,0,0,0,0,0,0,1,11,0,0,18,260,1,0,0,0,james-casey-caseyja01,RB,2011
Justin ForsettJ. Forsett,6,48.0,0,0,0,0,0,0,46,145,1,0,23,128,0,0,0,0,justin-forsett-forseju01,RB,2011
Thomas JonesT. Jones,6,48.0,0,0,0,0,0,0,153,478,0,0,5,43,0,0,0,0,thomas-jones-jonesth01,RB,2011
Stevan RidleyS. Ridley,7,48.0,0,0,0,0,0,0,87,441,1,0,3,13,0,0,0,0,stevan-ridley-ridlest01,RB,2011
Delone CarterD. Carter,11,46.0,0,0,0,0,0,0,101,377,2,0,5,18,0,0,3,0,delone-carter-cartede02,RB,2011
Montario HardestyM. Hardesty,5,45.0,0,0,0,0,0,0,88,266,0,0,14,122,0,0,0,0,montario-hardesty-hardemo01,RB,2011
Evan RoysterE. Royster,5,45.0,0,0,0,0,0,0,56,328,0,0,9,68,0,0,0,0,evan-royster-roystev01,RB,2011
Tashard ChoiceT. Choice,7,42.0,0,0,0,0,0,0,57,152,1,0,19,124,0,0,2,0,tashard-choice-choicta01,RB,2011
Brian LeonardB. Leonard,7,42.0,0,0,0,0,0,0,17,85,0,0,22,210,0,0,0,0,brian-leonard-leonabr01,RB,2011
Chris IvoryC. Ivory,11,40.0,0,0,0,0,0,0,79,374,1,0,0,0,0,0,0,0,chris-ivory-ivorych01,RB,2011
Knowshon MorenoK. Moreno,6,39.0,0,0,0,0,0,0,37,179,0,0,11,101,1,0,1,0,knowshon-moreno-morenkn01,RB,2011
Jed CollinsJ. Collins,11,38.0,0,0,0,0,0,0,4,4,2,0,11,50,2,0,0,0,jed-collins-collije03,RB,2011
Keiland WilliamsK. Williams,5,38.0,0,0,0,0,0,0,58,195,2,0,8,62,0,0,1,0,keiland-williams-willike16,RB,2011
Leon WashingtonL. Washington,6,35.0,0,0,0,0,0,0,53,248,1,0,10,48,0,0,0,0,leon-washington-washile01,RB,2011
Darrel YoungD. Young,5,35.0,0,0,0,0,0,0,6,33,1,0,15,146,0,0,0,0,darrel-young-youngda04,RB,2011
Le'Ron McClainL. McClain,6,34.0,0,0,0,0,0,0,15,51,1,0,14,82,1,0,0,0,leron-mcclain-mcclale01,RB,2011
Joe McKnightJ. McKnight,8,33.0,0,0,0,0,0,0,43,134,0,0,13,139,0,0,2,0,joe-mcknight-mcknijo01,RB,2011
Mewelde MooreM. Moore,11,33.0,0,0,0,0,0,0,22,157,0,0,11,104,1,0,2,0,mewelde-moore-mooreme01,RB,2011
Deji KarimD. Karim,9,31.0,0,0,0,0,0,0,63,130,0,0,14,120,0,0,0,0,deji-karim-karimde01,RB,2011
Chester TaylorC. Taylor,6,30.0,0,0,0,0,0,0,20,77,1,0,14,91,0,0,0,0,chester-taylor-tayloch01,RB,2011
Ryan TorainR. Torain,5,30.0,0,0,0,0,0,0,59,200,1,0,6,23,0,0,0,0,ryan-torain-torairy01,RB,2011
Curtis BrinkleyC. Brinkley,6,27.0,0,0,0,0,0,0,30,101,1,0,7,41,0,1,0,0,curtis-brinkley-brinkcu01,RB,2011
Jacob HesterJ. Hester,6,25.0,0,0,0,0,0,0,28,90,0,0,12,48,1,0,0,0,jacob-hester-hesteja01,RB,2011
Derrick WardD. Ward,11,25.0,0,0,0,0,0,0,45,154,2,0,0,0,0,0,0,0,derrick-ward-wardde02,RB,2011
Bruce MillerB. Miller,7,23.0,0,0,0,0,0,0,4,8,0,0,11,83,1,0,0,0,bruce-miller-millebr08,RB,2011
David JohnsonD. Johnson,11,22.0,0,0,0,0,0,0,0,0,0,0,12,91,1,0,0,0,david-johnson-johnsda10,RB,2011
Bear PascoeB. Pascoe,7,22.0,0,0,0,0,0,0,0,0,0,0,12,136,0,0,0,0,bear-pascoe-pascobe01,RB,2011
Vonta LeachV. Leach,5,21.0,0,0,0,0,0,0,12,35,0,0,15,69,0,0,0,0,vonta-leach-leachvo01,RB,2011
Anthony DixonA. Dixon,7,20.0,0,0,0,0,0,0,29,87,2,0,1,6,0,0,0,0,anthony-dixon-dixonan03,RB,2011
Mossis MaduM. Madu,8,19.0,0,0,0,0,0,0,15,55,0,0,10,72,0,0,0,0,mossis-madu-madumo01,RB,2011
Michael RobinsonM. Robinson,6,19.0,0,0,0,0,0,0,4,7,0,0,9,74,1,0,1,0,michael-robinson-robinmi03,RB,2011
Alfonso SmithA. Smith,6,19.0,0,0,0,0,0,0,30,102,1,0,3,21,0,0,0,0,alfonso-smith-smithal10,RB,2011
Henry HynoskiH. Hynoski,7,18.0,0,0,0,0,0,0,0,0,0,0,12,83,0,0,0,0,henry-hynoski-hynoshe02,RB,2011
Ovie MughelliO. Mughelli,8,18.0,0,0,0,0,0,0,2,1,0,0,4,25,2,0,0,0,ovie-mughelli-mugheov01,RB,2011
Brandon SaineB. Saine,8,18.0,0,0,0,0,0,0,18,69,0,0,10,69,0,0,0,0,brandon-saine-sainebr01,RB,2011
Jamaal CharlesJ. Charles,6,17.0,0,0,0,0,0,0,12,83,0,0,5,9,1,0,1,0,jamaal-charles-charlja01,RB,2011
Jeremiah JohnsonJ. Johnson,6,17.0,0,0,0,0,0,0,14,77,0,0,7,62,0,0,0,0,jeremiah-johnson-johnsje08,RB,2011
Lex HilliardL. Hilliard,5,16.0,0,0,0,0,0,0,16,41,1,0,5,49,0,0,0,0,lex-hilliard-hillile01,RB,2011
Lorenzo BookerL. Booker,9,15.0,0,0,0,0,0,0,13,52,0,0,8,82,0,0,2,0,lorenzo-booker-bookelo01,RB,2011
Spencer LarsenS. Larsen,6,15.0,0,0,0,0,0,0,14,44,0,0,9,76,0,0,0,0,spencer-larsen-larsesp01,RB,2011
Steve SlatonS. Slaton,5,15.0,0,0,0,0,0,0,24,84,1,0,3,3,0,0,0,0,steve-slaton-slatost01,RB,2011
Phillip TannerP. Tanner,5,15.0,0,0,0,0,0,0,22,76,1,0,2,19,0,0,0,0,phillip-tanner-tanneph01,RB,2011
Kevin FaulkK. Faulk,7,14.0,0,0,0,0,0,0,17,57,0,0,7,34,0,0,0,0,kevin-faulk-faulkke01,RB,2011
Dion LewisD. Lewis,7,14.0,0,0,0,0,0,0,23,102,1,0,1,-3,0,0,1,0,dion-lewis-lewisdi01,RB,2011
Sammy MorrisS. Morris,7,14.0,0,0,0,0,0,0,28,98,0,0,5,13,0,0,0,0,sammy-morris-morrisa01,RB,2011
Ronnie BrownR. Brown,7,13.0,0,0,0,0,0,0,42,136,1,0,0,0,0,0,1,0,ronnie-brown-brownro11,RB,2011
