Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Cameron BrateC. Brate,13,63.0,0,0,0,0,0,0,0,0,0,0,28,282,2,0,0,0
Richie JamesR. James,11,63.0,0,0,0,0,0,0,0,0,0,0,23,394,1,0,2,0
Kerryon JohnsonK. Johnson,5,63.0,0,0,0,0,0,0,52,181,2,0,19,187,1,0,1,0
Dawson KnoxD. Knox,11,63.0,0,0,0,0,0,0,0,0,0,0,24,288,3,0,2,0
Quintez CephusQ. Cephus,5,62.0,0,0,0,0,0,0,0,0,0,0,20,349,2,0,0,0
Kyle RudolphK. Rudolph,7,62.0,0,0,0,0,0,0,0,0,0,0,28,334,1,0,1,0
Jacob HollisterJ. Hollister,6,61.0,0,0,0,0,0,0,0,0,0,0,25,209,3,1,0,0
Jack DoyleJ. Doyle,7,60.0,0,0,0,0,0,0,0,0,0,0,23,251,3,0,1,0
Justin JacksonJ. Jackson,6,60.0,0,0,0,0,0,0,59,270,0,0,19,173,0,1,0,0
Phillip LindsayP. Lindsay,5,60.0,0,0,0,0,0,0,118,502,1,0,7,28,0,0,0,0
Cole KmetC. Kmet,11,59.0,0,0,0,0,0,0,1,-3,0,0,28,243,2,0,1,0
Samaje PerineS. Perine,9,59.0,0,0,0,0,0,0,63,301,3,0,11,66,0,0,0,0
Harrison BryantH. Bryant,9,58.0,0,0,0,0,0,0,0,0,0,0,24,238,3,0,2,0
DaeSean HamiltonD. Hamilton,5,58.0,0,0,0,0,0,0,0,0,0,0,23,293,2,0,1,0
Denzel MimsD. Mims,10,58.0,0,0,0,0,0,0,0,0,0,0,23,357,0,1,0,0
Ty JohnsonT. Johnson,10,57.0,0,0,0,0,0,0,54,254,1,0,16,99,1,0,0,0
Brandon AllenB. Allen,9,56.0,142,90,925,5,4,0,13,27,0,0,0,0,0,0,1,0
Marvin HallM. Hall,9,56.0,0,0,0,0,0,0,1,1,0,0,18,302,2,0,0,0
Donovan Peoples-JonesD. Peoples-Jones,9,56.0,0,0,0,0,0,0,0,0,0,0,14,304,2,1,0,0
Collin JohnsonC. Johnson,8,55.0,0,0,0,0,0,0,0,0,0,0,18,272,2,1,0,0
Adam HumphriesA. Humphries,4,54.0,0,0,0,0,0,0,0,0,0,0,23,228,2,0,0,0
Steven SimsS. Sims,8,54.0,0,0,0,0,0,0,1,18,0,0,27,265,1,0,2,0
Will DisslyW. Dissly,6,53.0,0,0,0,0,0,0,0,0,0,0,24,251,2,0,0,0
Jordan WilkinsJ. Wilkins,7,53.0,0,0,0,0,0,0,84,308,1,1,12,105,0,0,0,0
Julian EdelmanJ. Edelman,5,52.0,2,2,38,0,0,0,2,22,0,0,21,315,0,0,0,0
Durham SmytheD. Smythe,7,52.0,0,0,0,0,0,0,0,0,0,0,26,208,2,0,0,0
Olamide ZaccheausO. Zaccheaus,10,52.0,0,0,0,0,0,0,1,0,0,0,20,274,1,0,0,0
Isaiah FordI. Ford,7,51.0,0,0,0,0,0,0,0,0,0,0,28,276,0,0,0,0
Andy IsabellaA. Isabella,8,51.0,0,0,0,0,0,0,1,-6,0,0,21,224,2,0,0,0
Dion LewisD. Lewis,11,51.0,0,0,0,0,0,0,29,115,2,0,19,127,1,0,2,0
Greg OlsenG. Olsen,6,51.0,0,0,0,0,0,0,0,0,0,0,24,239,1,0,0,0
Cordarrelle PattersonC. Patterson,11,51.0,0,0,0,0,0,0,64,232,1,0,21,132,0,0,0,0
Cedrick WilsonC. Wilson,10,51.0,2,2,23,1,0,0,3,-12,0,0,17,189,2,0,0,0
Kyle AllenK. Allen,13,50.0,87,60,610,4,1,0,7,26,1,0,0,0,0,0,1,0
DeeJay DallasD. Dallas,6,50.0,0,0,0,0,0,0,34,108,2,0,17,111,1,0,0,0
Lynn BowdenL. Bowden,7,49.0,2,1,32,0,0,0,9,32,0,0,28,211,0,0,0,0
James O'ShaughnessyJ. O'Shaughnessy,8,49.0,0,0,0,0,0,0,0,0,0,0,28,262,0,0,0,0
Chad BeebeC. Beebe,7,48.0,0,0,0,0,0,0,0,0,0,0,20,201,2,0,1,0
David NjokuD. Njoku,9,48.0,0,0,0,0,0,0,0,0,0,0,19,213,2,0,0,0
Ito SmithI. Smith,10,48.0,0,0,0,0,0,0,63,268,1,0,17,75,0,0,0,0
Peyton BarberP. Barber,8,47.0,0,0,0,0,0,0,94,258,4,0,4,12,0,0,0,0
Mark IngramM. Ingram,7,47.0,0,0,0,0,0,0,72,299,2,0,6,50,0,0,0,0
Ross DwelleyR. Dwelley,11,45.0,0,0,0,0,0,0,0,0,0,0,19,245,1,0,0,0
Lamical PerineL. Perine,10,45.0,0,0,0,0,0,0,64,232,2,0,11,63,0,0,0,0
Darrel WilliamsD. Williams,10,45.0,0,0,0,0,0,0,39,169,1,0,18,116,0,1,0,0
Chad HansenC. Hansen,8,44.0,0,0,0,0,0,0,0,0,0,0,17,236,1,0,0,0
Deonte HartyD. Harty,6,44.0,0,0,0,0,0,0,6,51,0,0,20,186,1,0,1,0
Tyler ConklinT. Conklin,7,43.0,0,0,0,0,0,0,0,0,0,0,19,194,1,0,0,0
Dontrelle InmanD. Inman,8,43.0,0,0,0,0,0,0,0,0,0,0,18,163,2,0,0,0
DeSean JacksonD. Jackson,9,43.0,0,0,0,0,0,0,1,12,0,0,14,236,1,0,0,0
Van JeffersonV. Jefferson,9,43.0,0,0,0,0,0,0,1,-1,0,0,19,220,1,0,0,0
Jalen RichardJ. Richard,6,42.0,0,0,0,0,0,0,22,123,1,0,19,138,0,0,0,0
Devin DuvernayD. Duvernay,7,41.0,0,0,0,0,0,0,4,70,0,0,20,201,0,0,0,0
Donald ParhamD. Parham,6,41.0,0,0,0,0,0,0,0,0,0,0,10,159,3,0,0,0
Adam ShaheenA. Shaheen,7,41.0,0,0,0,0,0,0,0,0,0,0,12,150,3,0,0,0
Isaiah WrightI. Wright,8,41.0,1,0,0,0,0,0,3,16,0,0,27,197,0,0,1,0
Marquez CallawayM. Callaway,6,40.0,0,0,0,0,0,0,0,0,0,0,21,213,0,0,0,0
Tyler KroftT. Kroft,11,40.0,0,0,0,0,0,0,0,0,0,0,12,119,3,0,0,0
Mohamed SanuM. Sanu,5,40.0,0,0,0,0,0,0,1,3,0,0,17,187,1,1,0,0
Pharaoh BrownP. Brown,8,39.0,0,0,0,0,0,0,0,0,0,0,14,163,2,0,0,0
Tyler JohnsonT. Johnson,13,38.0,0,0,0,0,0,0,0,0,0,0,12,169,2,0,0,0
Freddie SwainF. Swain,6,38.0,0,0,0,0,0,0,0,0,0,0,13,159,2,0,0,0
Chris ThompsonC. Thompson,8,38.0,0,0,0,0,0,0,7,20,0,0,20,146,1,0,0,0
AJ DillonA. Dillon,5,36.0,0,0,0,0,0,0,46,242,2,0,2,21,0,0,0,0
O.J. HowardO. Howard,13,36.0,0,0,0,0,0,0,0,0,0,0,11,146,2,0,0,0
Marcus JohnsonM. Johnson,4,36.0,0,0,0,0,0,0,0,0,0,0,14,255,0,0,0,0
Jeremy McNicholsJ. McNichols,4,36.0,0,0,0,0,0,0,47,204,1,0,12,55,0,0,0,0
Matt BreidaM. Breida,7,35.0,0,0,0,0,0,0,59,254,0,0,9,96,0,0,1,0
Jesse JamesJ. James,5,35.0,0,0,0,0,0,0,0,0,0,0,14,129,2,0,0,0
Nick BoyleN. Boyle,7,34.0,0,0,0,0,0,0,0,0,0,0,14,113,2,0,0,0
Jeff DriskelJ. Driskel,5,34.0,64,35,432,3,2,1,6,28,0,0,0,0,0,0,0,0
Devonta FreemanD. Freeman,11,34.0,0,0,0,0,0,0,54,172,1,0,7,58,0,0,0,0
Mack HollinsM. Hollins,7,34.0,0,0,0,0,0,0,0,0,0,0,16,176,1,0,1,0
Ian ThomasI. Thomas,13,34.0,0,0,0,0,0,0,0,0,0,0,20,145,1,0,0,0
Josh AdamsJ. Adams,10,33.0,0,0,0,0,0,0,29,157,2,0,6,29,0,0,0,0
Bryan EdwardsB. Edwards,6,33.0,0,0,0,0,0,0,0,0,0,0,11,193,1,0,0,0
Marcedes LewisM. Lewis,5,33.0,0,0,0,0,0,0,0,0,0,0,10,107,3,0,0,0
Alfred MorrisA. Morris,11,33.0,0,0,0,0,0,0,55,238,1,0,3,19,1,0,0,0
Byron PringleB. Pringle,10,33.0,0,0,0,0,0,0,0,0,0,0,13,160,1,0,0,0
Olabisi JohnsonO. Johnson,7,32.0,0,0,0,0,0,0,0,0,0,0,14,189,0,1,0,0
Zay JonesZ. Jones,6,32.0,1,1,29,0,0,0,0,0,0,0,14,154,1,0,0,0
Rodney SmithR. Smith,13,32.0,0,0,0,0,0,0,41,156,1,0,9,59,0,0,0,0
Darwin ThompsonD. Thompson,10,32.0,0,0,0,0,0,0,27,97,1,0,7,65,1,0,1,0
Adam TrautmanA. Trautman,6,32.0,0,0,0,0,0,0,0,0,0,0,15,171,1,0,0,0
Royce FreemanR. Freeman,5,31.0,0,0,0,0,0,0,35,170,0,0,12,81,0,0,0,0
Jake LutonJ. Luton,8,31.0,110,60,624,2,6,0,1,13,1,0,0,0,0,0,0,0
Ray Ray McCloudR. McCloud,4,30.0,0,0,0,0,0,0,4,65,0,0,20,77,0,0,1,0
Foster MoreauF. Moreau,6,30.0,0,0,0,0,0,0,0,0,0,0,7,140,2,0,0,0
Jeff SmithJ. Smith,10,30.0,0,0,0,0,0,0,0,0,0,0,17,167,0,0,0,0
Jason WittenJ. Witten,6,29.0,0,0,0,0,0,0,0,0,0,0,13,69,2,0,0,0
Travis HomerT. Homer,6,28.0,0,0,0,0,0,0,25,88,0,0,9,90,1,0,0,0
KeeSean JohnsonK. Johnson,8,28.0,0,0,0,0,0,0,0,0,0,0,15,173,0,0,0,0
Kenny StillsK. Stills,11,28.0,0,0,0,0,0,0,0,0,0,0,11,144,1,0,0,0
Mike ThomasM. Thomas,9,28.0,0,0,0,0,0,0,1,1,0,0,13,132,1,0,1,0
Ameer AbdullahA. Abdullah,7,27.0,0,0,0,0,0,0,8,42,0,0,8,58,2,0,0,0
Khadarel HodgeK. Hodge,9,27.0,0,0,0,0,0,0,0,0,0,0,11,180,0,0,0,0
Jordan HowardJ. Howard,9,27.0,0,0,0,0,0,0,35,60,4,0,1,-3,0,0,0,0
Ryan IzzoR. Izzo,5,27.0,0,0,0,0,0,0,0,0,0,0,13,199,0,0,1,0
Marcus MariotaM. Mariota,6,27.0,28,17,226,1,1,0,9,88,1,0,0,0,0,0,0,0
Albert OkwuegbunamA. Okwuegbunam,5,27.0,0,0,0,0,0,0,0,0,0,0,11,121,1,0,0,0
MyCole PruittM. Pruitt,4,27.0,0,0,0,0,0,0,0,0,0,0,5,49,2,0,0,1
Jace SternbergerJ. Sternberger,5,27.0,0,0,0,0,0,0,0,0,0,0,12,114,1,0,0,0
Nick VannettN. Vannett,5,27.0,0,0,0,0,0,0,0,0,0,0,14,95,1,0,0,0
Cameron BatsonC. Batson,4,26.0,0,0,0,0,0,0,4,20,0,0,12,100,1,0,0,0
Noah BrownN. Brown,10,26.0,0,0,0,0,0,0,1,4,0,0,14,154,0,0,0,0
JaMycal HastyJ. Hasty,11,26.0,0,0,0,0,0,0,39,148,1,0,7,33,0,0,0,0
Chad HenneC. Henne,10,26.0,38,28,248,2,0,0,7,-2,1,0,0,0,0,0,0,0
John HightowerJ. Hightower,9,26.0,0,0,0,0,0,0,1,1,0,0,10,167,0,1,0,0
Alec IngoldA. Ingold,6,26.0,0,0,0,0,0,0,3,4,0,0,12,110,1,0,0,0
Dare OgunbowaleD. Ogunbowale,8,26.0,0,0,0,0,0,0,32,145,0,0,10,54,0,0,0,0
Kalif RaymondK. Raymond,4,26.0,0,0,0,0,0,0,1,-3,0,0,9,187,0,0,0,0
Auden TateA. Tate,9,26.0,0,0,0,0,0,0,0,0,0,0,14,150,0,0,0,0
Chris HoganC. Hogan,10,25.0,0,0,0,0,0,0,0,0,0,0,14,118,0,0,0,0
LeSean McCoyL. McCoy,13,25.0,0,0,0,0,0,0,10,31,0,0,15,101,0,0,0,0
Brandon PowellB. Powell,10,25.0,0,0,0,0,0,0,2,7,0,0,12,69,2,0,1,0
Christian BlakeC. Blake,10,24.0,0,0,0,0,0,0,0,0,0,0,13,141,0,0,0,0
Kaden SmithK. Smith,11,24.0,0,0,0,0,0,0,0,0,0,0,18,112,0,0,0,0
C.J. HamC. Ham,7,23.0,0,0,0,0,0,0,5,18,0,0,8,97,1,0,0,0
Alshon JefferyA. Jeffery,9,22.0,0,0,0,0,0,0,0,0,0,0,6,115,1,0,0,0
Vance McDonaldV. McDonald,4,22.0,0,0,0,0,0,0,0,0,0,0,15,99,0,0,0,0
Malcolm PerryM. Perry,7,22.0,0,0,0,0,0,0,3,5,0,0,9,92,1,0,0,0
Mason RudolphM. Rudolph,4,22.0,43,25,324,2,1,0,7,-6,0,0,0,0,0,0,0,0
Equanimeous St. BrownE. St. Brown,5,22.0,0,0,0,0,0,0,1,7,0,0,7,117,1,0,0,0
Geoff SwaimG. Swaim,4,22.0,0,0,0,0,0,0,0,0,0,0,9,83,1,0,0,0
C.J. UzomahC. Uzomah,9,22.0,0,0,0,0,0,0,0,0,0,0,8,87,1,0,0,0
Ke'Shawn VaughnK. Vaughn,13,22.0,0,0,0,0,0,0,26,109,0,0,5,34,1,0,1,0
Quez WatkinsQ. Watkins,9,22.0,0,0,0,0,0,0,0,0,0,0,7,106,1,0,0,0
Maxx WilliamsM. Williams,8,22.0,0,0,0,0,0,0,0,0,0,0,8,102,1,0,0,0
Jamal AgnewJ. Agnew,5,21.0,1,0,0,0,0,0,6,33,0,0,13,89,0,0,1,0
Dez BryantD. Bryant,7,21.0,0,0,0,0,0,0,0,0,0,0,6,47,2,0,0,0
Darrell DanielsD. Daniels,8,21.0,0,0,0,0,0,0,0,0,0,0,8,92,1,0,0,0
Troy FumagalliT. Fumagalli,5,21.0,0,0,0,0,0,0,0,0,0,0,8,80,1,0,0,0
Laquon TreadwellL. Treadwell,10,21.0,0,0,0,0,0,0,0,0,0,0,6,49,2,0,0,0
Antonio WilliamsA. Williams,11,21.0,0,0,0,0,0,0,12,63,2,0,1,20,0,0,0,0
Blake BellB. Bell,10,20.0,0,0,0,0,0,0,1,2,0,0,11,110,0,0,0,0
Tyler ErvinT. Ervin,5,20.0,0,0,0,0,0,0,13,67,0,0,11,84,0,0,0,0
J.J. Arcega-WhitesideJ. Arcega-Whiteside,9,19.0,0,0,0,0,0,0,0,0,0,0,4,85,0,1,0,1
Alex CollinsA. Collins,6,19.0,0,0,0,0,0,0,18,77,2,0,1,4,0,0,0,0
Alex EricksonA. Erickson,9,19.0,1,0,0,0,0,0,5,7,0,0,12,139,0,0,2,0
DeMichael HarrisD. Harris,7,19.0,0,0,0,0,0,0,6,46,0,0,10,79,0,0,0,0
Ryan NallR. Nall,11,19.0,0,0,0,0,0,0,3,0,0,0,8,67,1,0,0,0
Lee SmithL. Smith,11,19.0,0,0,0,0,0,0,0,0,0,0,4,35,2,0,0,0
Trayveon WilliamsT. Williams,9,19.0,0,0,0,0,0,0,26,157,0,0,5,30,0,0,1,0
C.J. BoardC. Board,11,18.0,0,0,0,0,0,0,1,3,0,0,11,101,0,0,0,0
Jacoby BrissettJ. Brissett,7,18.0,8,2,17,0,0,0,17,19,3,0,0,0,0,0,0,0
Ryan FinleyR. Finley,9,18.0,32,17,164,1,2,0,11,66,1,0,0,0,0,0,0,0
Blaine GabbertB. Gabbert,13,18.0,16,9,143,2,0,0,9,16,0,0,0,0,0,0,0,0
Colt McCoyC. McCoy,11,18.0,66,40,375,1,1,1,9,12,0,0,0,0,0,0,1,0
Stephen AndersonS. Anderson,6,17.0,0,0,0,0,0,0,0,0,0,0,8,106,0,0,0,0
D'Ernest JohnsonD. Johnson,9,17.0,0,0,0,0,0,0,33,166,0,0,3,14,0,0,0,0
Gabe NabersG. Nabers,6,17.0,0,0,0,0,0,0,2,7,0,0,5,25,2,0,0,0
Gunner OlszewskiG. Olszewski,5,17.0,0,0,0,0,0,0,5,23,0,0,5,62,1,0,0,0
Troymaine PopeT. Pope,6,17.0,0,0,0,0,0,0,15,76,0,0,8,42,0,0,0,0
Tarik CohenT. Cohen,11,16.0,0,0,0,0,0,0,14,74,0,0,6,41,0,0,0,0
Ryan GriffinR. Griffin,10,16.0,0,0,0,0,0,0,0,0,0,0,9,86,0,0,0,0
Josh HillJ. Hill,6,16.0,0,0,0,0,0,0,0,0,0,0,8,46,1,0,0,0
Jakob JohnsonJ. Johnson,5,16.0,0,0,0,0,0,0,0,0,0,0,8,35,1,0,0,0
Patrick LairdP. Laird,7,16.0,0,0,0,0,0,0,13,72,0,0,10,68,0,0,1,0
Dante PettisD. Pettis,11,16.0,0,0,0,0,0,0,0,0,0,0,4,76,1,0,1,0
Patrick RicardP. Ricard,7,16.0,0,0,0,0,0,0,1,-1,0,0,9,45,1,0,1,0
Malik TaylorM. Taylor,5,16.0,0,0,0,0,0,0,1,9,0,0,5,66,1,0,0,0
Trent TaylorT. Taylor,11,16.0,0,0,0,0,0,0,0,0,0,0,10,86,0,0,0,0
Reggie BonnafonR. Bonnafon,13,15.0,0,0,0,0,0,0,12,69,0,0,2,18,1,0,0,0
Corey ClementC. Clement,9,15.0,0,0,0,0,0,0,21,75,1,0,5,25,0,0,0,0
Garrett GilbertG. Gilbert,10,15.0,38,21,243,1,1,0,3,28,0,0,0,0,0,0,0,0
Ty MontgomeryT. Montgomery,6,15.0,0,0,0,0,0,0,19,101,0,0,3,27,0,0,0,0
Brett RypienB. Rypien,5,15.0,40,27,295,2,4,0,5,-5,0,0,0,0,0,0,0,0
Keith SmithK. Smith,10,15.0,0,0,0,0,0,0,4,7,0,0,11,59,0,0,0,0
Justin WatsonJ. Watson,13,15.0,0,0,0,0,0,0,0,0,0,0,7,94,0,0,0,0
T.J. YeldonT. Yeldon,11,15.0,0,0,0,0,0,0,10,70,0,0,1,22,1,0,0,0
Saquon BarkleyS. Barkley,11,14.0,0,0,0,0,0,0,19,34,0,0,6,60,0,0,0,0
Darrynton EvansD. Evans,4,14.0,0,0,0,0,0,0,14,54,0,0,2,27,1,0,0,0
D'Onta ForemanD. Foreman,4,14.0,0,0,0,0,0,0,22,95,0,0,1,5,1,0,0,0
Austin MackA. Mack,11,14.0,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0
Anthony McFarlandA. McFarland,4,14.0,0,0,0,0,0,0,33,113,0,0,6,54,0,0,0,0
Jarrett StidhamJ. Stidham,5,14.0,44,22,256,2,3,0,7,7,0,0,0,0,0,0,0,0
DeAndre WashingtonD. Washington,7,14.0,0,0,0,0,0,0,31,91,0,0,5,30,0,0,0,0
Javon WimsJ. Wims,11,14.0,0,0,0,0,0,0,1,2,0,0,6,48,1,0,0,0
Parris CampbellP. Campbell,7,13.0,0,0,0,0,0,0,2,16,0,0,6,71,0,0,0,0
Virgil GreenV. Green,6,13.0,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0
Taylor HeinickeT. Heinicke,8,13.0,19,12,137,1,0,0,3,22,0,0,0,0,0,0,0,0
Jaylen SamuelsJ. Samuels,4,13.0,0,0,0,0,0,0,9,28,0,0,9,46,0,0,0,0
Chase DanielC. Daniel,5,12.0,43,29,264,1,2,0,2,16,0,0,0,0,0,0,0,0
Lil'Jordan HumphreyL. Humphrey,6,12.0,0,0,0,0,0,0,0,0,0,0,3,46,1,0,0,0
Jaydon MickensJ. Mickens,13,12.0,0,0,0,0,0,0,0,0,0,0,7,58,0,0,0,0
Devine OzigboD. Ozigbo,8,12.0,0,0,0,0,0,0,1,1,0,0,9,42,0,0,0,0
C.J. ProsiseC. Prosise,13,12.0,0,0,0,0,0,0,10,19,0,0,5,18,1,0,1,0
John WolfordJ. Wolford,9,12.0,38,22,231,0,1,0,6,56,0,0,0,0,0,0,0,0
Devin AsiasiD. Asiasi,5,11.0,0,0,0,0,0,0,0,0,0,0,2,39,1,0,0,0
Mike BooneM. Boone,7,11.0,0,0,0,0,0,0,11,59,1,0,2,10,0,0,0,0
Ja'Marcus BradleyJ. Bradley,9,11.0,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
Austin CarrA. Carr,6,11.0,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0
Tyrie ClevelandT. Cleveland,5,11.0,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0
Tevin ColemanT. Coleman,11,11.0,0,0,0,0,0,0,28,53,0,0,4,34,0,0,0,0
Pharoh CooperP. Cooper,13,11.0,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0
Luke StockerL. Stocker,10,11.0,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0
Matt BarkleyM. Barkley,11,10.0,21,11,197,1,1,0,6,-6,0,0,0,0,0,0,0,0
Dominique DafneyD. Dafney,5,10.0,0,0,0,0,0,0,0,0,0,0,2,26,1,0,0,0
Justice HillJ. Hill,7,10.0,0,0,0,0,0,0,12,60,0,0,5,20,0,0,0,0
K.J. HillK. Hill,6,10.0,0,0,0,0,0,0,0,0,0,0,7,73,0,0,1,0
Trace McSorleyT. McSorley,7,10.0,10,3,90,1,0,0,5,17,0,0,0,0,0,0,0,0
Steven MitchellS. Mitchell,8,10.0,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
Theo RiddickT. Riddick,6,10.0,0,0,0,0,0,0,6,14,0,0,5,43,0,0,0,0
J.J. TaylorJ. Taylor,5,10.0,0,0,0,0,0,0,23,110,0,0,1,4,0,0,0,0
Cethan CarterC. Carter,9,9.0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0
River CracraftR. Cracraft,11,9.0,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0
Reggie GilliamR. Gilliam,11,9.0,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0
Demetrius HarrisD. Harris,11,9.0,0,0,0,0,0,0,0,0,0,0,7,45,0,0,0,0
Nick KeizerN. Keizer,10,9.0,0,0,0,0,0,0,0,0,0,0,6,63,0,0,1,0
Jake KumerowJ. Kumerow,11,9.0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0
Damion RatleyD. Ratley,8,9.0,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0
Trent SherfieldT. Sherfield,8,9.0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0
Chris StrevelerC. Streveler,8,9.0,16,11,105,1,1,0,4,15,0,0,0,0,0,0,0,0
Courtland SuttonC. Sutton,5,9.0,0,0,0,0,0,0,0,0,0,0,3,66,0,0,0,0
Phillip WalkerP. Walker,13,9.0,56,32,368,1,5,0,5,-2,0,0,0,0,0,0,0,0
Ben DiNucciB. DiNucci,10,8.0,43,23,219,0,0,0,6,22,0,0,0,0,0,0,2,0
Marlon MackM. Mack,7,8.0,0,0,0,0,0,0,4,26,0,0,3,30,0,0,0,0
Chris ManhertzC. Manhertz,13,8.0,0,0,0,0,0,0,0,0,0,0,6,52,0,0,0,0
John MundtJ. Mundt,9,8.0,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0
Artavis PierceA. Pierce,11,8.0,0,0,0,0,0,0,6,34,1,0,0,0,0,0,0,0
Tyrod TaylorT. Taylor,6,8.0,30,16,208,0,0,0,6,7,0,0,0,0,0,0,0,0
Levine ToiloloL. Toilolo,11,8.0,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,0
Jonathan WardJ. Ward,8,8.0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0
Deon YelderD. Yelder,10,8.0,0,0,0,0,0,0,0,0,0,0,7,36,0,0,0,0
Jason CroomJ. Croom,9,7.0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
Ashton DulinA. Dulin,7,7.0,0,0,0,0,0,0,2,11,0,0,3,53,0,0,0,0
Greg HowellG. Howell,8,7.0,0,0,0,0,0,0,16,64,0,0,1,3,0,0,0,0
Joe ReedJ. Reed,6,7.0,0,0,0,0,0,0,5,29,1,0,0,0,0,0,0,0
Riley RidleyR. Ridley,11,7.0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0
Darrius ShepherdD. Shepherd,5,7.0,0,0,0,0,0,0,0,0,0,0,5,46,0,0,1,0
Anthony ShermanA. Sherman,10,7.0,0,0,0,0,0,0,3,8,0,0,1,5,1,0,0,0
Jordan ThomasJ. Thomas,5,7.0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
Colin ThompsonC. Thompson,13,7.0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0
Alex ArmahA. Armah,13,6.0,0,0,0,0,0,0,6,9,0,0,5,18,0,0,0,0
Khari BlasingameK. Blasingame,4,6.0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0
Michael BurtonM. Burton,6,6.0,0,0,0,0,0,0,7,18,0,0,4,28,0,0,0,0
Trenton CannonT. Cannon,13,6.0,0,0,0,0,0,0,10,33,0,0,3,16,0,0,0,0
Ted Ginn Jr.T. Ginn,11,6.0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0
Terry GodwinT. Godwin,8,6.0,0,0,0,0,0,0,1,3,0,0,3,32,0,0,0,0
Tanner HudsonT. Hudson,13,6.0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0
Juwan JohnsonJ. Johnson,6,6.0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0
Josh MaloneJ. Malone,10,6.0,0,0,0,0,0,0,1,12,0,0,4,16,0,0,0,0
Seth RobertsS. Roberts,5,6.0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0
Kahale WarringK. Warring,8,6.0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0
Nick WestbrookN. Westbrook,4,6.0,0,0,0,0,0,0,0,0,0,0,3,33,0,1,0,0
Charlie WoernerC. Woerner,11,6.0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Hunter BryantH. Bryant,5,5.0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0
Lawrence CagerL. Cager,10,5.0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
Jonathan WilliamsJ. Williams,8,5.0,0,0,0,0,0,0,1,5,0,0,4,21,0,0,1,0
Isaiah ZuberI. Zuber,5,5.0,0,0,0,0,0,0,2,21,0,0,2,29,0,0,0,0
Brandon ZylstraB. Zylstra,13,5.0,0,0,0,0,0,0,1,1,0,0,3,35,0,0,0,0
Tavon AustinT. Austin,5,4.0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1,0
Daniel BrownD. Brown,10,4.0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
Deontay BurnettD. Burnett,9,4.0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Stephen CarlsonS. Carlson,9,4.0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0
Ben EllefsonB. Ellefson,8,4.0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0
Robert FosterR. Foster,8,4.0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0
Daurice FountainD. Fountain,7,4.0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Jaeden GrahamJ. Graham,10,4.0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
Dontrell HilliardD. Hilliard,8,4.0,0,0,0,0,0,0,9,48,0,0,1,2,0,0,0,0
Andre RobertsA. Roberts,11,4.0,0,0,0,0,0,0,1,-3,0,0,4,34,0,0,2,0
