Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,ID,Pos,Year
Taylor HeinickeT. Heinicke,9,249.0,494,321,3419,20,15,0,60,313,1,1,1,-2,0,0,2,0,taylor-heinicke-heinita01,QB,2021
Teddy BridgewaterT. Bridgewater,11,230.0,426,285,3052,18,7,1,30,106,2,0,0,0,0,0,1,0,teddy-bridgewater-bridgte01,QB,2021
Jared GoffJ. Goff,11,227.0,494,332,3245,19,8,4,17,87,0,0,0,0,0,0,6,0,jared-goff-goffja01,QB,2021
Trevor LawrenceT. Lawrence,7,212.0,602,359,3641,12,17,2,73,334,2,0,0,0,0,0,5,0,trevor-lawrence-lawretr01,QB,2021
Baker MayfieldB. Mayfield,13,205.0,418,253,3010,17,13,2,37,134,1,0,0,11,0,0,3,0,baker-mayfield-mayfiba01,QB,2021
Tua TagovailoaT. Tagovailoa,14,204.0,388,263,2653,16,10,1,42,128,3,0,0,0,0,0,1,0,tua-tagovailoa-tagovtu01,QB,2021
Davis MillsD. Mills,10,182.0,394,263,2664,16,10,1,18,44,0,1,0,0,0,0,1,0,davis-mills-millsda03,QB,2021
Daniel JonesD. Jones,10,178.0,361,232,2428,10,7,1,62,298,2,2,1,16,0,0,3,0,daniel-jones-jonesda20,QB,2021
Sam DarnoldS. Darnold,6,170.0,406,243,2527,9,13,1,48,222,5,0,0,0,0,0,4,0,sam-darnold-darnosa01,QB,2021
Zach WilsonZ. Wilson,6,163.0,383,213,2334,9,11,1,29,185,4,1,0,0,0,0,1,0,zach-wilson-wilsoza02,QB,2021
Jameis WinstonJ. Winston,6,141.0,161,95,1170,14,3,0,32,166,1,0,0,0,0,0,1,0,jameis-winston-winstja01,QB,2021
Justin FieldsJ. Fields,10,135.0,270,159,1870,7,10,0,72,420,2,0,0,0,0,0,5,0,justin-fields-fieldju01,QB,2021
Trevor SiemianT. Siemian,6,108.0,188,108,1154,11,3,0,9,20,1,0,0,0,0,0,1,0,trevor-siemian-siemitr01,QB,2021
Andy DaltonA. Dalton,10,96.0,236,149,1515,8,9,2,16,76,0,0,0,0,0,0,1,0,andy-dalton-daltoan02,QB,2021
Cam NewtonC. Newton,13,90.0,126,69,684,4,5,1,47,230,5,0,0,0,0,0,1,0,cam-newton-newtoca02,QB,2021
Tyrod TaylorT. Taylor,10,87.0,150,91,966,5,5,0,19,151,3,0,0,0,0,0,0,0,tyrod-taylor-tayloty02,QB,2021
Tyler HuntleyT. Huntley,8,86.0,188,122,1081,3,4,0,47,294,2,0,0,0,0,0,3,0,tyler-huntley-huntlty01,QB,2021
Jacoby BrissettJ. Brissett,14,78.0,225,141,1283,5,4,1,19,70,1,0,0,0,0,0,3,0,jacoby-brissett-brissja01,QB,2021
Trey LanceT. Lance,6,71.0,71,41,603,5,2,0,38,168,1,1,0,0,0,0,0,0,trey-lance-lancetr01,QB,2021
Geno SmithG. Smith,9,62.0,95,65,702,5,1,0,9,42,1,0,0,0,0,0,1,0,geno-smith-smithge04,QB,2021
Josh JohnsonJ. Johnson,8,54.0,85,57,638,5,2,0,9,28,0,1,0,0,0,0,0,0,josh-johnson-johnsjo14,QB,2021
Drew LockD. Lock,11,54.0,111,67,787,2,2,0,10,53,2,0,1,1,0,0,1,0,drew-lock-lockdr01,QB,2021
Mike WhiteM. White,6,53.0,132,88,953,5,8,0,5,-1,0,0,0,0,0,1,0,0,mike-white-whitemi07,QB,2021
Colt McCoyC. McCoy,12,46.0,99,74,740,3,1,0,22,37,0,0,0,0,0,0,1,0,colt-mccoy-mccoyco01,QB,2021
Gardner MinshewG. Minshew,14,40.0,60,41,439,4,1,0,9,21,0,0,0,0,0,0,0,0,gardner-minshew-minshga01,QB,2021
Mike GlennonM. Glennon,10,36.0,167,90,790,4,10,0,7,33,1,0,0,0,0,0,3,0,mike-glennon-glennmi01,QB,2021
Case KeenumC. Keenum,13,33.0,72,47,462,3,1,0,12,22,0,0,0,0,0,0,1,0,case-keenum-keenuca01,QB,2021
Cooper RushC. Rush,7,30.0,47,30,422,3,1,0,9,-8,0,0,0,0,0,0,1,0,cooper-rush-rushco01,QB,2021
Tim BoyleT. Boyle,9,29.0,94,61,526,3,6,1,2,13,0,0,0,0,0,0,0,0,tim-boyle-boyleti01,QB,2021
Joe FlaccoJ. Flacco,6,29.0,42,27,338,3,0,0,2,3,0,0,0,0,0,0,1,0,joe-flacco-flaccjo01,QB,2021
Jordan LoveJ. Love,13,23.0,62,36,411,2,3,0,12,27,0,1,0,0,0,0,1,0,jordan-love-lovejo03,QB,2021
Nick FolesN. Foles,10,18.0,35,24,250,1,0,1,4,8,0,0,0,0,0,0,0,0,nick-foles-folesni01,QB,2021
Mason RudolphM. Rudolph,7,18.0,58,35,277,1,1,0,5,53,0,0,0,0,0,0,0,0,mason-rudolph-rudolma02,QB,2021
Brandon AllenB. Allen,10,17.0,34,17,149,2,0,0,7,-1,0,0,0,0,0,0,0,0,brandon-allen-allenbr04,QB,2021
Phillip WalkerP. Walker,13,15.0,66,36,362,1,3,1,7,13,0,0,0,0,0,0,1,0,phillip-walker-walkeph01,QB,2021
Brian HoyerB. Hoyer,14,14.0,11,9,227,1,0,0,11,-8,0,0,0,0,0,0,0,0,brian-hoyer-hoyerbr01,QB,2021
Sean MannionS. Mannion,7,14.0,36,22,189,1,0,0,2,14,0,0,0,0,0,0,0,0,sean-mannion-mannise02,QB,2021
Jake FrommJ. Fromm,10,13.0,60,27,210,1,3,0,8,65,0,0,0,0,0,0,1,0,jake-fromm-frommja01,QB,2021
Marcus MariotaM. Mariota,8,12.0,2,1,4,0,0,0,13,87,1,0,0,0,0,0,0,0,marcus-mariota-marioma01,QB,2021
Nick MullensN. Mullens,13,11.0,30,20,147,1,0,0,0,0,0,0,0,0,0,0,0,0,nick-mullens-mulleni01,QB,2021
Kyle AllenK. Allen,9,10.0,19,12,120,1,0,0,2,11,0,0,0,0,0,0,1,0,kyle-allen-allenky01,QB,2021
Garrett GilbertG. Gilbert,9,7.0,31,20,194,0,0,0,0,0,0,0,0,0,0,0,0,0,garrett-gilbert-gilbega02,QB,2021
Mitchell TrubiskyM. Trubisky,7,6.0,8,6,43,0,1,0,13,24,1,0,0,0,0,0,0,0,mitchell-trubisky-trubimi01,QB,2021
Chad HenneC. Henne,12,3.0,16,11,82,0,0,0,8,0,0,0,0,0,0,0,0,0,chad-henne-hennech01,QB,2021
C.J. BeathardC. Beathard,7,1.0,2,2,33,0,0,0,1,2,0,0,0,0,0,0,0,0,cj-beathard-beathcj01,QB,2021
Ian BookI. Book,6,1.0,20,12,135,0,2,0,3,6,0,0,0,0,0,0,0,0,ian-book-bookia01,QB,2021
Blaine GabbertB. Gabbert,9,1.0,11,7,67,0,0,0,9,-7,0,0,0,0,0,0,0,0,blaine-gabbert-gabbebl01,QB,2021
Chris StrevelerC. Streveler,8,1.0,9,6,36,0,0,0,3,6,0,0,0,0,0,0,0,0,chris-streveler-strevch01,QB,2021
Kurt BenkertK. Benkert,13,0.0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,kurt-benkert-benkeku01,QB,2021
David BloughD. Blough,9,0.0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,david-blough-blougda01,QB,2021
Chase DanielC. Daniel,7,0.0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,chase-daniel-daniech01,QB,2021
Sam EhlingerS. Ehlinger,14,0.0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,sam-ehlinger-ehlinsa01,QB,2021
Ryan FitzpatrickR. Fitzpatrick,9,0.0,6,3,13,0,0,0,1,2,0,0,0,0,0,0,0,0,ryan-fitzpatrick-fitzpry01,QB,2021
Kellen MondK. Mond,7,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,kellen-mond-mondke01,QB,2021
Nathan PetermanN. Peterman,8,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,nathan-peterman-peterna01,QB,2021
Brett RypienB. Rypien,11,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brett-rypien-rypiebr01,QB,2021
Davis WebbD. Webb,7,0.0,0,0,0,0,0,0,2,-3,0,0,0,0,0,0,0,0,davis-webb-webbda02,QB,2021
Logan WoodsideL. Woodside,13,0.0,0,0,0,0,0,0,6,-6,0,0,0,0,0,0,0,0,logan-woodside-woodslo01,QB,2021
Jacob EasonJ. Eason,9,-1.0,5,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,jacob-eason-easonja01,QB,2021
John WolfordJ. Wolford,11,-2.0,4,1,5,0,1,0,2,-1,0,0,0,0,0,0,0,0,john-wolford-wolfojo01,QB,2021
Josh RosenJ. Rosen,6,-4.0,11,2,19,0,2,0,0,0,0,0,0,0,0,0,0,0,josh-rosen-rosenjo01,QB,2021
Jonathan TaylorJ. Taylor,14,362.0,0,0,0,0,0,0,332,1811,18,0,40,360,2,0,2,0,jonathan-taylor-taylojo07,RB,2021
Austin EkelerA. Ekeler,7,331.0,0,0,0,0,0,0,206,911,12,1,70,647,8,1,3,0,austin-ekeler-ekeleau01,RB,2021
Najee HarrisN. Harris,7,285.0,0,0,0,0,0,0,307,1200,7,0,74,467,3,0,0,0,najee-harris-harrina05,RB,2021
Joe MixonJ. Mixon,10,277.0,0,0,0,0,0,0,292,1205,13,0,42,314,3,0,1,0,joe-mixon-mixonjo01,RB,2021
James ConnerJ. Conner,12,247.0,0,0,0,0,0,0,202,752,15,0,37,375,3,0,0,0,james-conner-conneja02,RB,2021
Leonard FournetteL. Fournette,9,242.0,1,0,0,0,0,0,180,812,8,0,69,454,2,0,0,0,leonard-fournette-fournle01,RB,2021
Ezekiel ElliottE. Elliott,7,241.0,1,1,4,0,0,0,237,1002,10,3,47,287,2,0,1,0,ezekiel-elliott-ellioez01,RB,2021
Alvin KamaraA. Kamara,6,224.0,0,0,0,0,0,0,240,898,4,0,47,439,5,0,0,0,alvin-kamara-kamaral01,RB,2021
Cordarrelle PattersonC. Patterson,6,222.0,1,0,0,0,0,0,153,618,6,0,52,548,5,0,0,0,cordarrelle-patterson-patteco01,RB,2021
Antonio GibsonA. Gibson,9,220.0,0,0,0,0,0,0,258,1037,7,1,42,294,3,0,4,0,antonio-gibson-gibsoan02,RB,2021
Aaron JonesA. Jones,13,218.0,0,0,0,0,0,0,171,799,4,0,52,391,6,0,1,0,aaron-jones-jonesaa02,RB,2021
Josh JacobsJ. Jacobs,8,213.0,0,0,0,0,0,0,217,872,9,0,54,348,0,0,2,0,josh-jacobs-jacobjo05,RB,2021
Nick ChubbN. Chubb,13,204.0,0,0,0,0,0,0,228,1259,8,0,20,174,1,0,1,0,nick-chubb-chubbni01,RB,2021
Damien HarrisD. Harris,14,204.0,0,0,0,0,0,0,202,929,15,0,18,132,0,0,2,0,damien-harris-harrida11,RB,2021
D'Andre SwiftD. Swift,9,199.0,1,0,0,0,0,0,151,617,5,0,62,452,2,0,1,0,dandre-swift-swiftda01,RB,2021
Dalvin CookD. Cook,7,198.0,0,0,0,0,0,0,249,1159,6,1,34,224,0,0,2,0,dalvin-cook-cookda04,RB,2021
Javonte WilliamsJ. Williams,11,194.0,0,0,0,0,0,0,203,903,4,0,43,316,3,0,1,0,javonte-williams-willija39,RB,2021
Derrick HenryD. Henry,13,189.0,1,1,5,1,0,0,219,937,10,1,18,154,0,0,0,0,derrick-henry-henryde01,RB,2021
Melvin GordonM. Gordon,11,187.0,0,0,0,0,0,0,203,918,8,0,28,213,2,0,3,0,melvin-gordon-gordome01,RB,2021
David MontgomeryD. Montgomery,10,185.0,1,0,0,0,1,0,225,849,7,0,42,301,0,0,1,0,david-montgomery-montgda01,RB,2021
Darrel WilliamsD. Williams,12,185.0,0,0,0,0,0,0,144,558,6,0,47,452,2,0,0,0,darrel-williams-willida29,RB,2021
Devin SingletaryD. Singletary,7,182.0,0,0,0,0,0,0,188,870,7,0,40,228,1,0,0,0,devin-singletary-singlde01,RB,2021
AJ DillonA. Dillon,13,172.0,0,0,0,0,0,0,187,803,5,0,34,313,2,0,1,0,aj-dillon-dilloaj01,RB,2021
James RobinsonJ. Robinson,7,162.0,0,0,0,0,0,0,164,767,8,0,31,222,0,0,2,0,james-robinson-robinja09,RB,2021
Myles GaskinM. Gaskin,14,160.0,0,0,0,0,0,0,173,612,3,0,49,234,4,0,1,0,myles-gaskin-gaskimy01,RB,2021
Elijah MitchellE. Mitchell,6,157.0,0,0,0,0,0,0,207,963,5,0,19,137,1,0,0,0,elijah-mitchell-mitchel02,RB,2021
Darrell HendersonD. Henderson,11,152.0,0,0,0,0,0,0,149,688,5,0,29,176,3,0,0,0,darrell-henderson-hendeda01,RB,2021
Tony PollardT. Pollard,7,145.0,0,0,0,0,0,0,130,719,2,0,39,337,0,0,0,0,tony-pollard-pollato02,RB,2021
Saquon BarkleyS. Barkley,10,142.0,0,0,0,0,0,0,162,593,2,0,41,263,2,0,1,0,saquon-barkley-barklsa01,RB,2021
Michael CarterM. Carter,6,140.0,0,0,0,0,0,0,147,639,4,0,36,325,0,0,1,0,michael-carter-cartemi06,RB,2021
Sony MichelS. Michel,11,137.0,0,0,0,0,0,0,208,845,4,0,21,128,1,0,1,0,sony-michel-micheso01,RB,2021
Devonta FreemanD. Freeman,8,134.0,0,0,0,0,0,0,133,576,5,0,34,190,1,0,0,0,devonta-freeman-freemde01,RB,2021
Chase EdmondsC. Edmonds,12,133.0,0,0,0,0,0,0,116,592,2,0,43,311,0,0,1,0,chase-edmonds-edmonch02,RB,2021
Mike DavisM. Davis,6,130.0,0,0,0,0,0,0,138,503,3,0,44,259,1,0,3,0,mike-davis-davismi08,RB,2021
Devontae BookerD. Booker,10,128.0,0,0,0,0,0,0,145,593,2,0,40,268,1,0,0,0,devontae-booker-bookede02,RB,2021
Chuba HubbardC. Hubbard,13,127.0,0,0,0,0,0,0,172,612,5,0,25,174,1,0,1,0,chuba-hubbard-hubbach02,RB,2021
Christian McCaffreyC. McCaffrey,13,121.0,0,0,0,0,0,0,99,442,1,0,37,343,1,0,0,0,christian-mccaffrey-mccafch01,RB,2021
J.D. McKissicJ. McKissic,9,120.0,0,0,0,0,0,0,48,212,2,0,43,397,2,0,0,0,jd-mckissic-mckisjd01,RB,2021
Alexander MattisonA. Mattison,7,118.0,0,0,0,0,0,0,134,491,3,0,32,228,1,0,1,0,alexander-mattison-mattial01,RB,2021
Brandon BoldenB. Bolden,14,114.0,0,0,0,0,0,0,44,226,1,1,41,405,2,0,0,0,brandon-bolden-boldebr01,RB,2021
Rashaad PennyR. Penny,9,114.0,0,0,0,0,0,0,119,749,6,0,6,48,0,0,0,0,rashaad-penny-pennyra01,RB,2021
Kenny GainwellK. Gainwell,14,113.0,0,0,0,0,0,0,68,291,5,1,33,253,1,0,1,0,kenny-gainwell-gainwke01,RB,2021
Clyde Edwards-HelaireC. Edwards-Helaire,12,111.0,0,0,0,0,0,0,119,517,4,0,19,129,2,1,2,0,clyde-edwardshelaire-edwarcl02,RB,2021
Miles SandersM. Sanders,14,110.0,0,0,0,0,0,0,137,754,0,1,26,158,0,0,1,0,miles-sanders-sandemi01,RB,2021
Jamaal WilliamsJ. Williams,9,110.0,0,0,0,0,0,0,153,601,3,0,26,157,0,0,0,0,jamaal-williams-willija32,RB,2021
Ty JohnsonT. Johnson,6,109.0,0,0,0,0,0,0,61,238,2,0,34,372,2,0,1,0,ty-johnson-johnsty04,RB,2021
Rhamondre StevensonR. Stevenson,14,106.0,0,0,0,0,0,0,133,606,5,0,14,123,0,0,1,0,rhamondre-stevenson-steverh01,RB,2021
Kareem HuntK. Hunt,13,104.0,0,0,0,0,0,0,78,386,5,1,22,174,0,0,0,0,kareem-hunt-huntka01,RB,2021
Nyheim HinesN. Hines,14,101.0,0,0,0,0,0,0,56,276,2,0,40,310,1,0,2,0,nyheim-hines-hinesny01,RB,2021
Mark IngramM. Ingram,6,100.0,0,0,0,0,0,0,160,554,2,0,27,162,0,0,1,0,mark-ingram-ingrama02,RB,2021
Rex BurkheadR. Burkhead,10,96.0,1,0,0,0,0,0,122,427,3,0,25,186,0,0,0,0,rex-burkhead-burkhre01,RB,2021
Latavius MurrayL. Murray,8,96.0,0,0,0,0,0,0,119,501,6,0,10,75,0,0,0,0,latavius-murray-murrala01,RB,2021
Zack MossZ. Moss,7,95.0,0,0,0,0,0,0,96,345,4,0,23,197,1,0,1,0,zack-moss-mossza01,RB,2021
D'Ernest JohnsonD. Johnson,13,94.0,0,0,0,0,0,0,100,534,3,0,19,137,0,0,0,0,dernest-johnson-johnsde20,RB,2021
Boston ScottB. Scott,14,94.0,0,0,0,0,0,0,87,373,7,0,13,83,0,0,1,0,boston-scott-scottbo04,RB,2021
Kenyan DrakeK. Drake,8,93.0,0,0,0,0,0,0,63,254,2,0,30,291,1,0,0,0,kenyan-drake-drakeke02,RB,2021
D'Onta ForemanD. Foreman,13,86.0,0,0,0,0,0,0,133,566,3,0,9,123,0,0,1,0,donta-foreman-foremdo01,RB,2021
Ameer AbdullahA. Abdullah,13,80.0,0,0,0,0,0,0,51,166,0,0,38,289,1,0,0,0,ameer-abdullah-abdulam01,RB,2021
Justin JacksonJ. Jackson,7,79.0,0,0,0,0,0,0,68,364,2,0,22,178,0,0,1,0,justin-jackson-jacksju03,RB,2021
Samaje PerineS. Perine,10,73.0,0,0,0,0,0,0,55,246,1,0,27,196,1,0,0,0,samaje-perine-perinsa01,RB,2021
Khalil HerbertK. Herbert,10,72.0,0,0,0,0,0,0,103,433,2,0,14,96,0,0,0,0,khalil-herbert-herbekh01,RB,2021
Ronald Jones IIR. Jones,9,71.0,0,0,0,0,0,0,101,428,4,0,10,64,0,0,2,0,ronald-jones-jonesro13,RB,2021
Dontrell HilliardD. Hilliard,13,70.0,0,0,0,0,0,0,56,350,2,0,19,87,0,0,1,0,dontrell-hilliard-hillido01,RB,2021
David JohnsonD. Johnson,10,70.0,0,0,0,0,0,0,67,228,0,0,32,225,1,0,1,0,david-johnson-johnsda16,RB,2021
Kyle JuszczykK. Juszczyk,6,65.0,0,0,0,0,0,0,8,22,1,0,30,296,1,0,0,0,kyle-juszczyk-juszcky01,RB,2021
Jeremy McNicholsJ. McNichols,13,65.0,0,0,0,0,0,0,41,156,0,0,28,240,1,0,0,0,jeremy-mcnichols-mcnicje01,RB,2021
Alex CollinsA. Collins,9,62.0,0,0,0,0,0,0,108,411,2,0,9,87,0,0,1,0,alex-collins-collial01,RB,2021
Jordan HowardJ. Howard,14,58.0,0,0,0,0,0,0,86,406,3,0,2,19,0,0,0,0,jordan-howard-howarjo02,RB,2021
Damien WilliamsD. Williams,10,56.0,0,0,0,0,0,0,40,164,2,0,16,103,1,0,0,0,damien-williams-willida20,RB,2021
Giovani BernardG. Bernard,9,54.0,0,0,0,0,0,0,8,58,0,0,23,123,3,0,0,0,giovani-bernard-bernagi01,RB,2021
Duke JohnsonD. Johnson,14,54.0,0,0,0,0,0,0,71,330,3,0,4,41,0,0,0,0,duke-johnson-johnsdu02,RB,2021
DeeJay DallasD. Dallas,9,53.0,0,0,0,0,0,0,33,138,2,0,21,133,0,0,0,0,deejay-dallas-dallade01,RB,2021
Derrick GoreD. Gore,12,50.0,0,0,0,0,0,0,51,256,2,0,8,105,0,0,0,0,derrick-gore-gorede01,RB,2021
Jaret PattersonJ. Patterson,9,49.0,0,0,0,0,0,0,68,266,2,0,10,73,0,0,0,0,jaret-patterson-patteja03,RB,2021
Chris CarsonC. Carson,9,48.0,0,0,0,0,0,0,54,232,3,0,6,29,0,0,1,0,chris-carson-carsoch01,RB,2021
Travis HomerT. Homer,9,48.0,0,0,0,0,0,0,21,177,1,0,16,161,0,0,0,0,travis-homer-homertr01,RB,2021
Jeffery WilsonJ. Wilson,6,47.0,0,0,0,0,0,0,79,294,2,0,7,31,0,0,0,0,jeffery-wilson-wilsoje05,RB,2021
Peyton BarberP. Barber,8,46.0,0,0,0,0,0,0,55,212,2,0,10,67,0,0,0,0,peyton-barber-barbepe01,RB,2021
Demetric FeltonD. Felton,13,46.0,0,0,0,0,0,0,7,24,0,0,18,181,2,0,0,0,demetric-felton-feltode02,RB,2021
Chris EvansC. Evans,10,44.0,0,0,0,0,0,0,17,77,0,0,15,151,2,0,0,0,chris-evans-evansch05,RB,2021
JaMycal HastyJ. Hasty,6,44.0,0,0,0,0,0,0,16,68,1,0,23,157,0,0,1,0,jamycal-hasty-hastyja02,RB,2021
Tevin ColemanT. Coleman,6,43.0,0,0,0,0,0,0,84,356,0,0,11,49,0,0,0,0,tevin-coleman-colemte01,RB,2021
Dare OgunbowaleD. Ogunbowale,7,43.0,0,0,0,0,0,0,43,137,1,0,13,114,1,0,0,0,dare-ogunbowale-ogunbda01,RB,2021
Carlos HydeC. Hyde,7,42.0,0,0,0,0,0,0,72,253,1,0,12,65,0,0,2,0,carlos-hyde-hydeca01,RB,2021
Matt BreidaM. Breida,7,39.0,0,0,0,0,0,0,26,125,1,0,7,72,2,0,1,0,matt-breida-breidma01,RB,2021
Phillip LindsayP. Lindsay,14,38.0,0,0,0,0,0,0,88,249,1,0,4,45,1,0,0,0,phillip-lindsay-lindsph01,RB,2021
Ty'Son WilliamsT. Williams,8,37.0,0,0,0,0,0,0,35,185,1,0,9,84,0,0,0,0,tyson-williams-willity05,RB,2021
Le'Veon BellL. Bell,9,35.0,0,0,0,0,0,0,39,101,2,1,5,30,1,0,0,0,leveon-bell-bellle02,RB,2021
Ke'Shawn VaughnK. Vaughn,9,33.0,0,0,0,0,0,0,36,180,2,0,4,26,0,0,0,0,keshawn-vaughn-vaughke01,RB,2021
Jerick McKinnonJ. McKinnon,12,31.0,0,0,0,0,0,0,12,62,0,0,13,107,1,0,0,0,jerick-mckinnon-mckinje02,RB,2021
Elijhaa PennyE. Penny,10,31.0,0,0,0,0,0,0,24,99,1,1,9,30,1,0,0,0,elijhaa-penny-pennyel01,RB,2021
Craig ReynoldsC. Reynolds,9,31.0,0,0,0,0,0,0,55,230,0,0,7,52,0,0,0,0,craig-reynolds-reynocr01,RB,2021
Salvon AhmedS. Ahmed,14,29.0,0,0,0,0,0,0,54,149,0,0,12,117,0,0,0,0,salvon-ahmed-ahmedsa01,RB,2021
James WhiteJ. White,14,29.0,0,0,0,0,0,0,10,38,1,0,12,94,0,0,0,0,james-white-whiteja06,RB,2021
Royce FreemanR. Freeman,10,28.0,0,0,0,0,0,0,56,169,0,0,10,77,0,0,0,0,royce-freeman-freemro04,RB,2021
C.J. HamC. Ham,7,27.0,0,0,0,0,0,0,7,34,0,0,17,125,0,0,0,0,cj-ham-hamcj01,RB,2021
Corey ClementC. Clement,7,26.0,0,0,0,0,0,0,33,140,0,0,6,29,1,0,0,0,corey-clement-clemeco01,RB,2021
Godwin IgwebuikeG. Igwebuike,9,26.0,0,0,0,0,0,0,18,118,1,0,7,60,0,0,2,0,godwin-igwebuike-igwebgo01,RB,2021
Adrian PetersonA. Peterson,9,25.0,0,0,0,0,0,0,38,98,2,0,4,8,0,0,0,0,adrian-peterson-peterad02,RB,2021
Trey SermonT. Sermon,6,25.0,0,0,0,0,0,0,41,167,1,0,3,26,0,0,0,0,trey-sermon-sermotr01,RB,2021
Eno BenjaminE. Benjamin,12,24.0,0,0,0,0,0,0,34,118,1,0,6,42,0,0,0,0,eno-benjamin-benjaen01,RB,2021
Jermar JeffersonJ. Jefferson,9,23.0,0,0,0,0,0,0,15,74,2,0,4,23,0,0,0,0,jermar-jefferson-jeffeje01,RB,2021
Alec IngoldA. Ingold,8,22.0,0,0,0,0,0,0,2,1,0,0,10,85,1,0,0,0,alec-ingold-ingolal01,RB,2021
Malcolm BrownM. Brown,14,20.0,0,0,0,0,0,0,33,125,1,0,3,10,0,0,0,0,malcolm-brown-brownma16,RB,2021
Tony JonesT. Jones,6,18.0,0,0,0,0,0,0,54,142,0,0,5,29,0,0,0,0,tony-jones-jonesto11,RB,2021
Patrick RicardP. Ricard,8,18.0,0,0,0,0,0,0,2,4,0,0,8,63,1,0,0,0,patrick-ricard-ricarpa01,RB,2021
J.J. TaylorJ. Taylor,14,18.0,0,0,0,0,0,0,19,37,2,0,4,8,0,0,1,0,jj-taylor-taylojj01,RB,2021
