Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,ID,Pos,Year
Jalen RichardJ. Richard,8,17.0,0,0,0,0,0,0,9,40,0,0,12,72,0,0,0,0,jalen-richard-richaja09,RB,2021
Qadree OllisonQ. Ollison,6,16.0,0,0,0,0,0,0,21,105,1,0,4,12,0,0,1,0,qadree-ollison-ollisqa01,RB,2021
Austin WalterA. Walter,6,16.0,0,0,0,0,0,0,26,101,1,0,2,9,0,0,0,0,austin-walter-walteau01,RB,2021
Jonathan WilliamsJ. Williams,9,16.0,0,0,0,0,0,0,17,79,1,0,4,28,0,0,0,0,jonathan-williams-willijo26,RB,2021
Patrick TaylorP. Taylor,13,15.0,0,0,0,0,0,0,23,89,1,0,2,3,0,0,0,0,patrick-taylor-taylopa02,RB,2021
Larry RountreeL. Rountree,7,14.0,0,0,0,0,0,0,36,87,1,0,1,-1,0,0,0,0,larry-rountree-rountla01,RB,2021
Keith SmithK. Smith,6,13.0,0,0,0,0,0,0,9,31,0,0,9,56,0,0,0,0,keith-smith-smithke17,RB,2021
Michael BurtonM. Burton,12,12.0,0,0,0,0,0,0,8,26,1,0,3,31,0,0,0,0,michael-burton-burtomi01,RB,2021
Jason CabindaJ. Cabinda,9,12.0,0,0,0,0,0,0,3,23,0,0,4,16,1,0,0,0,jason-cabinda-cabinja01,RB,2021
Joshua KelleyJ. Kelley,7,12.0,0,0,0,0,0,0,33,102,0,0,5,38,0,0,1,0,joshua-kelley-kellejo01,RB,2021
Ryquell ArmsteadR. Armstead,7,11.0,0,0,0,0,0,0,15,80,0,0,3,16,0,0,0,0,ryquell-armstead-armstry01,RB,2021
Wayne GallmanW. Gallman,7,11.0,0,0,0,0,0,0,28,104,0,0,1,21,0,0,0,0,wayne-gallman-gallmwa01,RB,2021
Andy JanovichA. Janovich,13,11.0,0,0,0,0,0,0,2,0,1,0,3,9,0,1,0,0,andy-janovich-janovan01,RB,2021
Marlon MackM. Mack,14,10.0,0,0,0,0,0,0,28,101,0,0,2,8,0,0,0,0,marlon-mack-mackma01,RB,2021
Chris MyarickC. Myarick,10,10.0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,chris-myarick-myarich01,RB,2021
Rodney SmithR. Smith,9,9.0,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0,rodney-smith-smithro20,RB,2021
Benjamin SnellB. Snell,7,9.0,0,0,0,0,0,0,36,98,0,0,2,13,0,0,0,0,benjamin-snell-snellbe02,RB,2021
Alex ArmahA. Armah,9,8.0,0,0,0,0,0,0,5,21,0,0,1,1,1,0,0,0,alex-armah-armahal01,RB,2021
JaQuan HardyJ. Hardy,7,8.0,0,0,0,0,0,0,4,29,1,0,0,0,0,0,0,0,jaquan-hardy-hardyja02,RB,2021
Deon JacksonD. Jackson,14,8.0,0,0,0,0,0,0,13,31,1,0,0,0,0,0,0,0,deon-jackson-jacksde06,RB,2021
Wendell SmallwoodW. Smallwood,9,8.0,0,0,0,0,0,0,5,25,0,0,4,22,0,0,0,0,wendell-smallwood-smallwe01,RB,2021
Johnny StantonJ. Stanton,13,8.0,0,0,0,0,0,0,3,5,0,0,2,7,1,0,0,0,johnny-stanton-stantjo02,RB,2021
Jakob JohnsonJ. Johnson,14,7.0,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0,jakob-johnson-johnsja27,RB,2021
Kene NwangwuK. Nwangwu,7,7.0,0,0,0,0,0,0,13,61,0,0,4,9,0,0,0,0,kene-nwangwu-nwangke01,RB,2021
Mike BooneM. Boone,11,6.0,0,0,0,0,0,0,4,35,0,0,2,22,0,0,0,0,mike-boone-boonemi01,RB,2021
Ito SmithI. Smith,7,6.0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,ito-smith-smithit01,RB,2021
Jonathan WardJ. Ward,12,6.0,0,0,0,0,0,0,9,33,0,0,3,34,0,0,0,0,jonathan-ward-wardjo03,RB,2021
Kalen BallageK. Ballage,7,5.0,0,0,0,0,0,0,12,36,0,0,2,8,0,0,0,0,kalen-ballage-ballaka02,RB,2021
Jason HuntleyJ. Huntley,14,5.0,0,0,0,0,0,0,13,51,0,0,0,0,0,0,0,0,jason-huntley-huntlja01,RB,2021
Trayveon WilliamsT. Williams,10,5.0,0,0,0,0,0,0,15,51,0,0,1,4,0,0,0,0,trayveon-williams-willitr14,RB,2021
Cam AkersC. Akers,11,4.0,0,0,0,0,0,0,5,3,0,0,3,10,0,0,0,0,cam-akers-akersca01,RB,2021
Patrick LairdP. Laird,14,4.0,0,0,0,0,0,0,1,4,0,0,3,17,0,0,0,0,patrick-laird-lairdpa01,RB,2021
Gabe NabersG. Nabers,7,4.0,0,0,0,0,0,0,3,8,0,0,3,17,0,0,0,0,gabe-nabers-naberga01,RB,2021
Adam PrenticeA. Prentice,6,4.0,0,0,0,0,0,0,3,5,0,0,3,16,0,0,0,0,adam-prentice-prentad01,RB,2021
Jaylen SamuelsJ. Samuels,10,4.0,0,0,0,0,0,0,5,9,0,0,3,14,0,0,0,0,jaylen-samuels-samueja01,RB,2021
Nick BawdenN. Bawden,6,3.0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,nick-bawden-bawdeni01,RB,2021
Reggie BonnafonR. Bonnafon,13,3.0,0,0,0,0,0,0,1,4,0,0,2,12,0,0,0,0,reggie-bonnafon-bonnare01,RB,2021
Darrynton EvansD. Evans,13,3.0,0,0,0,0,0,0,2,7,0,0,2,11,0,0,0,0,darrynton-evans-evansda05,RB,2021
Reggie GilliamR. Gilliam,7,3.0,0,0,0,0,0,0,3,3,0,0,3,23,0,0,0,0,reggie-gilliam-gillire01,RB,2021
Scottie PhillipsS. Phillips,10,3.0,0,0,0,0,0,0,6,13,0,0,2,9,0,0,0,0,scottie-phillips-phillsc02,RB,2021
Derek WattD. Watt,7,3.0,0,0,0,0,0,0,1,1,0,0,3,15,0,0,0,0,derek-watt-wattde01,RB,2021
Kylin HillK. Hill,13,2.0,0,0,0,0,0,0,10,24,0,0,1,5,0,0,0,0,kylin-hill-hillky02,RB,2021
Anthony McFarlandA. McFarland,7,2.0,0,0,0,0,0,0,3,3,0,0,1,11,0,0,0,0,anthony-mcfarland-mcfaran02,RB,2021
Raheem MostertR. Mostert,6,2.0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,raheem-mostert-mostera01,RB,2021
Lamical PerineL. Perine,6,2.0,0,0,0,0,0,0,8,31,0,0,0,0,0,0,0,0,lamical-perine-perinla01,RB,2021
Trey RagasT. Ragas,8,2.0,0,0,0,0,0,0,1,9,0,0,2,6,0,0,0,0,trey-ragas-ragastr01,RB,2021
Dwayne WashingtonD. Washington,6,2.0,0,0,0,0,0,0,4,16,0,0,2,12,0,0,0,0,dwayne-washington-washidw01,RB,2021
Khari BlasingameK. Blasingame,13,1.0,0,0,0,0,0,0,3,6,0,0,2,4,0,0,1,0,khari-blasingame-blasikh01,RB,2021
Gary BrightwellG. Brightwell,10,1.0,0,0,0,0,0,0,1,4,0,0,1,6,0,0,0,0,gary-brightwell-brighga01,RB,2021
Greg HowellG. Howell,11,1.0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,greg-howell-howelgr01,RB,2021
John KellyJ. Kelly,13,1.0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,john-kelly-kellyjo04,RB,2021
Ryan NallR. Nall,10,1.0,0,0,0,0,0,0,1,4,0,0,1,4,0,0,0,0,ryan-nall-nallry01,RB,2021
Devine OzigboD. Ozigbo,14,1.0,0,0,0,0,0,0,1,-3,0,0,1,7,0,0,0,0,devine-ozigbo-ozigbde01,RB,2021
Jacques PatrickJ. Patrick,8,1.0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,jacques-patrick-patrija02,RB,2021
Kenjon BarnerK. Barner,9,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,kenjon-barner-barneke03,RB,2021
Nate CottrellN. Cottrell,7,0.0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,nate-cottrell-cottrna01,RB,2021
Damarea CrockettD. Crockett,11,0.0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,damarea-crockett-crockda02,RB,2021
Jake FunkJ. Funk,11,0.0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,jake-funk-funkja01,RB,2021
Nate McCraryN. McCrary,8,0.0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,nate-mccrary-mccrana01,RB,2021
Mekhi SargentM. Sargent,7,0.0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,mekhi-sargent-sargeme01,RB,2021
Trenton CannonT. Cannon,6,-1.0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,trenton-cannon-cannotr01,RB,2021
Cooper KuppC. Kupp,11,430.0,1,0,0,0,0,0,4,18,0,0,145,1947,16,1,0,0,cooper-kupp-kuppco01,WR,2021
Davante AdamsD. Adams,13,337.0,0,0,0,0,0,0,0,0,0,0,123,1553,11,0,0,0,davante-adams-adamsda04,WR,2021
Deebo SamuelD. Samuel,6,329.0,2,1,24,1,0,0,59,365,8,0,77,1405,6,0,2,0,deebo-samuel-samuede01,WR,2021
Justin JeffersonJ. Jefferson,7,321.0,4,2,35,0,0,0,6,14,0,0,108,1616,10,0,1,0,justin-jefferson-jeffeju01,WR,2021
Ja'Marr ChaseJ. Chase,10,295.0,0,0,0,0,0,0,7,21,0,0,81,1455,13,0,1,0,jamarr-chase-chaseja01,WR,2021
Tyreek HillT. Hill,12,286.0,0,0,0,0,0,0,9,96,0,0,111,1239,9,0,1,0,tyreek-hill-hillty02,WR,2021
Stefon DiggsS. Diggs,7,279.0,0,0,0,0,0,0,0,0,0,0,103,1225,10,0,0,0,stefon-diggs-diggsst01,WR,2021
Diontae JohnsonD. Johnson,7,269.0,0,0,0,0,0,0,5,53,0,0,107,1161,8,1,2,0,diontae-johnson-johnsdi05,WR,2021
Mike EvansM. Evans,9,254.0,0,0,0,0,0,0,1,10,0,0,74,1035,14,0,0,0,mike-evans-evansmi03,WR,2021
Hunter RenfrowH. Renfrow,8,252.0,0,0,0,0,0,0,3,3,0,0,103,1038,9,0,1,0,hunter-renfrow-renfrhu01,WR,2021
Keenan AllenK. Allen,7,251.0,1,0,0,0,0,1,0,0,0,0,106,1138,6,0,0,0,keenan-allen-allenke03,WR,2021
Jaylen WaddleJ. Waddle,14,240.0,0,0,0,0,0,0,2,3,1,0,104,1015,6,0,1,0,jaylen-waddle-waddlja01,WR,2021
Mike WilliamsM. Williams,7,239.0,0,0,0,0,0,0,0,0,0,0,76,1146,9,1,0,0,mike-williams-willimi21,WR,2021
Chris GodwinC. Godwin,9,237.0,0,0,0,0,0,0,4,21,1,0,98,1103,5,0,2,0,chris-godwin-godwich01,WR,2021
D.K. MetcalfD. Metcalf,9,237.0,0,0,0,0,0,0,1,6,0,0,75,967,12,0,0,0,dk-metcalf-metcadk01,WR,2021
Tyler LockettT. Lockett,9,234.0,0,0,0,0,0,0,2,9,0,0,73,1175,8,1,0,0,tyler-lockett-lockety01,WR,2021
D.J. MooreD. Moore,13,229.0,0,0,0,0,0,0,8,48,0,0,93,1157,4,1,1,0,dj-moore-mooredj02,WR,2021
Michael PittmanM. Pittman,14,228.0,0,0,0,0,0,0,5,44,0,0,88,1082,6,1,0,0,michael-pittman-pittmmi02,WR,2021
CeeDee LambC. Lamb,7,225.0,0,0,0,0,0,0,9,76,0,0,79,1102,6,0,0,0,ceedee-lamb-lambce01,WR,2021
Brandin CooksB. Cooks,10,223.0,0,0,0,0,0,0,2,21,0,0,90,1037,6,0,0,0,brandin-cooks-cooksbr01,WR,2021
Marquise BrownM. Brown,8,220.0,0,0,0,0,0,0,1,5,0,0,91,1008,6,0,1,0,marquise-brown-brownma18,WR,2021
Amon-Ra St. BrownA. St. Brown,9,219.0,0,0,0,0,0,0,7,61,1,0,90,912,5,2,0,0,amonra-st-brown-stbroam01,WR,2021
Tee HigginsT. Higgins,10,214.0,0,0,0,0,0,0,0,0,0,0,74,1091,6,1,1,0,tee-higgins-higgite01,WR,2021
Darnell MooneyD. Mooney,10,209.0,0,0,0,0,0,0,6,32,1,0,81,1055,4,0,0,0,darnell-mooney-mooneda01,WR,2021
Terry McLaurinT. McLaurin,9,208.0,0,0,0,0,0,0,1,12,0,0,77,1053,5,0,0,0,terry-mclaurin-mclaute01,WR,2021
Christian KirkC. Kirk,12,199.0,1,1,33,0,0,0,1,11,0,0,77,982,5,0,0,0,christian-kirk-kirkch01,WR,2021
Amari CooperA. Cooper,7,195.0,0,0,0,0,0,0,0,0,0,0,68,865,8,0,0,0,amari-cooper-coopeam01,WR,2021
Adam ThielenA. Thielen,7,195.0,0,0,0,0,0,0,1,2,0,0,67,726,10,0,0,0,adam-thielen-thielad01,WR,2021
DeVonta SmithD. Smith,14,181.0,0,0,0,0,0,0,0,0,0,0,64,916,5,1,1,0,devonta-smith-smithde16,WR,2021
Jakobi MeyersJ. Meyers,14,177.0,2,2,45,0,0,0,1,9,0,0,83,866,2,2,1,0,jakobi-meyers-meyerja01,WR,2021
A.J. BrownA. Brown,13,174.0,2,0,0,0,0,0,2,10,0,0,63,869,5,0,0,0,aj-brown-brownaj01,WR,2021
Marvin JonesM. Jones,7,174.0,0,0,0,0,0,0,0,0,0,0,73,832,4,0,0,0,marvin-jones-jonesma08,WR,2021
Tyler BoydT. Boyd,10,173.0,1,1,46,0,0,0,2,22,0,0,67,828,5,0,0,0,tyler-boyd-boydty01,WR,2021
Kendrick BourneK. Bourne,14,171.0,1,1,25,1,0,0,12,125,0,0,55,800,5,0,1,0,kendrick-bourne-bournke01,WR,2021
Brandon AiyukB. Aiyuk,6,162.0,0,0,0,0,0,0,5,17,0,0,56,826,5,1,1,0,brandon-aiyuk-aiyukbr01,WR,2021
Van JeffersonV. Jefferson,11,162.0,0,0,0,0,0,0,2,20,0,0,50,802,6,0,0,0,van-jefferson-jeffeva01,WR,2021
Russell GageR. Gage,6,160.0,0,0,0,0,0,0,0,0,0,0,66,770,4,0,2,0,russell-gage-gageru01,WR,2021
Chase ClaypoolC. Claypool,7,159.0,0,0,0,0,0,0,14,96,0,0,59,860,2,0,0,0,chase-claypool-claypch01,WR,2021
Cole BeasleyC. Beasley,7,153.0,1,0,0,0,0,0,0,0,0,0,82,693,1,1,0,0,cole-beasley-beaslco01,WR,2021
K.J. OsbornK. Osborn,7,152.0,0,0,0,0,0,0,1,10,0,0,50,655,7,0,0,0,kj-osborn-osborkj01,WR,2021
A.J. GreenA. Green,12,150.0,0,0,0,0,0,0,0,0,0,0,54,848,3,0,0,0,aj-green-greenaj02,WR,2021
Tim PatrickT. Patrick,11,147.0,0,0,0,0,0,0,0,0,0,0,53,734,5,0,0,0,tim-patrick-patriti01,WR,2021
Marquez CallawayM. Callaway,6,145.0,0,0,0,0,0,0,0,0,0,0,46,698,6,0,0,0,marquez-callaway-callama01,WR,2021
DeAndre HopkinsD. Hopkins,12,143.0,0,0,0,0,0,0,0,0,0,0,42,572,8,0,0,0,deandre-hopkins-hopkide01,WR,2021
Courtland SuttonC. Sutton,11,141.0,1,1,16,0,0,0,0,0,0,0,58,776,2,1,0,0,courtland-sutton-suttoco01,WR,2021
Cedrick WilsonC. Wilson,7,139.0,3,3,88,0,0,0,2,11,0,0,45,602,6,1,0,0,cedrick-wilson-wilsoce02,WR,2021
Allen LazardA. Lazard,13,136.0,0,0,0,0,0,0,3,32,0,0,40,513,8,0,0,0,allen-lazard-lazaral01,WR,2021
Mecole HardmanM. Hardman,12,134.0,0,0,0,0,0,0,8,46,0,0,59,693,2,0,2,0,mecole-hardman-hardmme01,WR,2021
Robby AndersonR. Anderson,13,131.0,0,0,0,0,0,0,3,36,0,0,53,519,5,0,0,0,robby-anderson-anderro05,WR,2021
Elijah MooreE. Moore,6,131.0,0,0,0,0,0,0,5,54,1,0,43,538,5,0,0,0,elijah-moore-mooreel01,WR,2021
Robert WoodsR. Woods,11,131.0,0,0,0,0,0,0,8,46,1,0,45,556,4,1,0,0,robert-woods-woodsro06,WR,2021
Jarvis LandryJ. Landry,13,128.0,0,0,0,0,0,0,6,40,2,0,52,570,2,0,2,0,jarvis-landry-landrja02,WR,2021
Kalif RaymondK. Raymond,9,125.0,0,0,0,0,0,0,4,28,0,0,48,576,4,0,0,0,kalif-raymond-raymokh01,WR,2021
Emmanuel SandersE. Sanders,7,125.0,0,0,0,0,0,0,2,31,0,0,42,626,4,0,0,0,emmanuel-sanders-sandeem01,WR,2021
Byron PringleB. Pringle,12,121.0,0,0,0,0,0,0,0,0,0,0,42,568,5,0,1,0,byron-pringle-pringby01,WR,2021
Odell Beckham Jr.O. Beckham,11,120.0,0,0,0,0,0,0,2,14,0,0,44,537,5,0,0,0,odell-beckham-beckhod01,WR,2021
Gabriel DavisG. Davis,7,120.0,0,0,0,0,0,0,0,0,0,0,35,549,6,0,0,0,gabriel-davis-davisga05,WR,2021
Laviska ShenaultL. Shenault,7,120.0,0,0,0,0,0,0,11,41,0,0,63,619,0,0,1,0,laviska-shenault-shenala01,WR,2021
Antonio BrownA. Brown,9,118.0,0,0,0,0,0,0,1,6,0,0,42,545,4,0,0,0,antonio-brown-brownan05,WR,2021
Braxton BerriosB. Berrios,6,109.0,0,0,0,0,0,0,7,40,2,0,46,431,2,0,1,0,braxton-berrios-berribr01,WR,2021
Quez WatkinsQ. Watkins,14,108.0,0,0,0,0,0,0,1,3,0,0,43,647,1,1,0,0,quez-watkins-watkiqu01,WR,2021
Deonte HartyD. Harty,6,107.0,0,0,0,0,0,0,5,41,0,0,36,570,3,0,1,0,deonte-harty-harride08,WR,2021
Jamison CrowderJ. Crowder,6,106.0,0,0,0,0,0,1,0,0,0,0,51,447,2,1,1,0,jamison-crowder-crowdja01,WR,2021
Donovan Peoples-JonesD. Peoples-Jones,13,105.0,0,0,0,0,0,0,0,0,0,0,34,597,3,0,1,0,donovan-peoplesjones-peopldo01,WR,2021
Bryan EdwardsB. Edwards,8,104.0,0,0,0,0,0,0,1,0,0,0,34,571,3,0,0,0,bryan-edwards-edwarbr05,WR,2021
Corey DavisC. Davis,6,102.0,0,0,0,0,0,0,0,0,0,0,34,492,4,0,1,0,corey-davis-davisco05,WR,2021
Nick WestbrookN. Westbrook,13,102.0,0,0,0,0,0,0,0,0,0,0,38,476,4,0,1,0,nick-westbrook-westbni01,WR,2021
Zay JonesZ. Jones,8,101.0,0,0,0,0,0,0,2,3,0,0,47,546,1,0,1,0,zay-jones-jonesis02,WR,2021
Rondale MooreR. Moore,12,100.0,0,0,0,0,0,0,18,76,0,0,54,435,1,0,1,0,rondale-moore-moorero09,WR,2021
DeVante ParkerD. Parker,14,100.0,0,0,0,0,0,0,0,0,0,0,40,515,2,0,0,0,devante-parker-parkede02,WR,2021
Nelson AgholorN. Agholor,14,99.0,0,0,0,0,0,0,3,11,0,0,37,473,3,0,0,0,nelson-agholor-agholne01,WR,2021
Rashod BatemanR. Bateman,8,99.0,0,0,0,0,0,0,0,0,0,0,46,515,1,0,0,0,rashod-bateman-batemra01,WR,2021
Randall CobbR. Cobb,13,91.0,0,0,0,0,0,0,1,1,0,0,28,375,5,0,1,0,randall-cobb-cobbra01,WR,2021
Jalen GuytonJ. Guyton,7,89.0,0,0,0,0,0,0,7,34,0,0,31,448,3,0,0,0,jalen-guyton-guytoja01,WR,2021
Michael GallupM. Gallup,7,88.0,0,0,0,0,0,0,0,0,0,0,35,445,2,0,0,0,michael-gallup-gallumi01,WR,2021
Zach PascalZ. Pascal,14,87.0,0,0,0,0,0,0,2,21,0,0,38,384,3,0,1,0,zach-pascal-pascaza01,WR,2021
Josh PalmerJ. Palmer,7,86.0,0,0,0,0,0,0,1,6,0,0,33,353,4,0,0,0,josh-palmer-palmejo03,WR,2021
Kenny GolladayK. Golladay,10,84.0,0,0,0,0,0,0,0,0,0,0,37,521,0,0,0,0,kenny-golladay-gollake01,WR,2021
Tre'Quan SmithT. Smith,6,84.0,0,0,0,0,0,0,0,0,0,0,32,377,3,0,0,0,trequan-smith-smithtr09,WR,2021
Olamide ZaccheausO. Zaccheaus,6,84.0,0,0,0,0,0,0,1,2,0,0,31,406,3,0,0,0,olamide-zaccheaus-zacchol01,WR,2021
Marquez Valdes-ScantlingM. Valdes-Scantling,13,83.0,0,0,0,0,0,0,0,0,0,0,26,430,3,0,0,0,marquez-valdesscantling-valdema01,WR,2021
Allen RobinsonA. Robinson,10,82.0,0,0,0,0,0,0,0,0,0,0,38,410,1,1,0,0,allen-robinson-robinal04,WR,2021
Jerry JeudyJ. Jeudy,11,80.0,0,0,0,0,0,0,2,3,0,0,38,467,0,0,0,0,jerry-jeudy-jeudyje01,WR,2021
Henry RuggsH. Ruggs,8,80.0,0,0,0,0,0,0,3,16,0,0,24,469,2,0,0,0,henry-ruggs-ruggshe01,WR,2021
Freddie SwainF. Swain,9,79.0,0,0,0,0,0,0,5,32,0,0,25,343,4,0,0,0,freddie-swain-swainfr01,WR,2021
Laquon TreadwellL. Treadwell,7,78.0,0,0,0,0,0,0,0,0,0,0,33,434,1,0,0,0,laquon-treadwell-treadla01,WR,2021
Nico CollinsN. Collins,10,76.0,0,0,0,0,0,0,0,0,0,0,33,446,1,0,0,0,nico-collins-collini02,WR,2021
Jauan JenningsJ. Jennings,6,76.0,0,0,0,0,0,0,0,0,0,0,24,282,5,0,0,0,jauan-jennings-jennija02,WR,2021
Josh ReynoldsJ. Reynolds,9,76.0,0,0,0,0,0,0,0,0,0,0,29,396,2,0,0,0,josh-reynolds-reynojo03,WR,2021
Kadarius ToneyK. Toney,10,76.0,3,1,19,0,0,0,3,6,0,0,39,420,0,0,0,0,kadarius-toney-toneyka01,WR,2021
Devin DuvernayD. Duvernay,8,75.0,0,0,0,0,0,0,7,50,0,0,33,272,2,0,0,1,devin-duvernay-duverde01,WR,2021
Sterling ShepardS. Shepard,10,75.0,0,0,0,0,0,0,1,-9,0,0,36,366,1,0,0,0,sterling-shepard-shepast01,WR,2021
DeAndre CarterD. Carter,9,74.0,0,0,0,0,0,0,10,89,0,0,24,296,3,0,0,0,deandre-carter-cartede03,WR,2021
Julio JonesJ. Jones,6,74.0,0,0,0,0,0,0,0,0,0,0,31,434,1,0,0,0,julio-jones-jonesju05,WR,2021
Adam HumphriesA. Humphries,9,73.0,0,0,0,0,0,0,0,0,0,0,41,383,0,0,0,0,adam-humphries-humphad01,WR,2021
Jalen ReagorJ. Reagor,14,73.0,0,0,0,0,0,0,10,32,0,0,33,299,2,0,0,0,jalen-reagor-reagoja01,WR,2021
Keelan ColeK. Cole,6,72.0,1,0,0,0,0,0,0,0,0,0,28,449,1,0,0,0,keelan-cole-coleke01,WR,2021
DeSean JacksonD. Jackson,8,71.0,0,0,0,0,0,0,1,4,0,0,20,454,2,0,1,0,desean-jackson-jacksde02,WR,2021
Calvin RidleyC. Ridley,6,70.0,0,0,0,0,0,0,0,0,0,0,31,281,2,0,0,0,calvin-ridley-ridleca01,WR,2021
T.Y. HiltonT. Hilton,14,69.0,0,0,0,0,0,0,0,0,0,0,23,331,3,0,0,0,ty-hilton-hiltoty01,WR,2021
Tyler JohnsonT. Johnson,9,66.0,0,0,0,0,0,0,0,0,0,0,36,360,0,0,0,0,tyler-johnson-johnsty06,WR,2021
Darius SlaytonD. Slayton,10,66.0,0,0,0,0,0,0,1,-13,0,0,26,339,2,0,1,0,darius-slayton-slaytda01,WR,2021
Danny AmendolaD. Amendola,10,65.0,1,0,0,0,0,0,0,0,0,0,24,248,3,1,0,0,danny-amendola-amendda01,WR,2021
Sammy WatkinsS. Watkins,8,65.0,0,0,0,0,0,0,0,0,0,0,27,394,1,0,1,0,sammy-watkins-watkisa01,WR,2021
Jamal AgnewJ. Agnew,7,64.0,0,0,0,0,0,0,7,111,1,0,24,229,1,0,0,0,jamal-agnew-agnewja01,WR,2021
Damiere ByrdD. Byrd,10,62.0,0,0,0,0,0,0,0,0,0,0,26,329,1,1,1,0,damiere-byrd-byrdda03,WR,2021
Chris ConleyC. Conley,10,62.0,0,0,0,0,0,0,1,3,0,0,22,323,2,0,1,0,chris-conley-conlech01,WR,2021
Ray Ray McCloudR. McCloud,7,62.0,0,0,0,0,0,0,2,15,0,0,39,277,0,0,1,0,ray-ray-mccloud-mcclora01,WR,2021
Demarcus RobinsonD. Robinson,12,62.0,0,0,0,0,0,0,0,0,0,0,25,264,3,0,0,0,demarcus-robinson-robinde06,WR,2021
James WashingtonJ. Washington,7,61.0,0,0,0,0,0,0,2,13,0,0,24,285,2,0,0,0,james-washington-washija05,WR,2021
Chester RogersC. Rogers,13,60.0,0,0,0,0,0,0,1,9,0,0,30,301,1,0,1,0,chester-rogers-rogerch05,WR,2021
Mack HollinsM. Hollins,14,59.0,0,0,0,0,0,0,0,0,0,0,14,223,4,0,0,0,mack-hollins-hollima02,WR,2021
Marquise GoodwinM. Goodwin,10,54.0,0,0,0,0,0,0,2,-1,0,0,20,313,1,0,0,0,marquise-goodwin-goodwma02,WR,2021
Antoine WesleyA. Wesley,12,54.0,0,0,0,0,0,0,0,0,0,0,19,208,3,0,0,0,antoine-wesley-weslean01,WR,2021
Chris MooreC. Moore,10,53.0,0,0,0,0,0,0,0,0,0,0,21,227,2,0,0,0,chris-moore-moorech05,WR,2021
Rashard HigginsR. Higgins,13,52.0,0,0,0,0,0,0,0,0,0,0,24,275,1,0,0,0,rashard-higgins-higgira01,WR,2021
Tavon AustinT. Austin,7,47.0,0,0,0,0,0,0,3,21,0,0,24,213,1,0,1,0,tavon-austin-austita01,WR,2021
Quintez CephusQ. Cephus,9,47.0,0,0,0,0,0,0,0,0,0,0,15,204,2,1,0,0,quintez-cephus-cephuqu01,WR,2021
Isaiah McKenzieI. McKenzie,7,47.0,0,0,0,0,0,0,9,47,1,0,20,178,1,0,1,0,isaiah-mckenzie-mckenis01,WR,2021
Lil'Jordan HumphreyL. Humphrey,6,46.0,0,0,0,0,0,0,0,0,0,0,13,249,2,0,0,0,liljordan-humphrey-humphli01,WR,2021
Brandon ZylstraB. Zylstra,13,45.0,1,0,0,0,0,0,0,0,0,0,18,250,1,0,0,0,brandon-zylstra-zylstbr01,WR,2021
Cyril GraysonC. Grayson,9,44.0,0,0,0,0,0,0,1,14,0,0,10,212,2,0,0,0,cyril-grayson-grayscy01,WR,2021
Cam SimsC. Sims,9,44.0,0,0,0,0,0,0,1,7,0,0,15,211,2,0,0,0,cam-sims-simsca01,WR,2021
Tajae SharpeT. Sharpe,6,43.0,0,0,0,0,0,0,0,0,0,0,25,230,0,0,0,0,tajae-sharpe-sharpta01,WR,2021
Malik TurnerM. Turner,7,43.0,0,0,0,0,0,0,0,0,0,0,12,149,3,0,0,0,malik-turner-turnema04,WR,2021
Albert WilsonA. Wilson,14,43.0,1,0,0,0,0,0,4,17,0,0,25,213,0,0,0,0,albert-wilson-wilsoal02,WR,2021
Ashton DulinA. Dulin,14,42.0,0,0,0,0,0,0,3,32,0,0,13,173,2,0,0,0,ashton-dulin-dulinas01,WR,2021
Isaiah FordI. Ford,14,39.0,0,0,0,0,0,0,0,0,0,0,12,161,2,0,0,0,isaiah-ford-fordis01,WR,2021
John RossJ. Ross,10,37.0,0,0,0,0,0,0,1,16,0,0,11,224,1,0,0,0,john-ross-rossjo02,WR,2021
Kendall HintonK. Hinton,11,35.0,1,1,1,0,0,0,0,0,0,0,15,175,1,0,0,0,kendall-hinton-hintoke01,WR,2021
Jakeem GrantJ. Grant,10,34.0,0,0,0,0,0,0,5,33,0,0,11,132,2,0,3,0,jakeem-grant-grantja01,WR,2021
