Player,Year,Pos,Bye,Pts,passAtt,passCmp,passYds,passTD,passInt,pass2pt,rushAtt,rushYds,rushTD,ru2pt,rec,recYds,recTD,rec2pt,FL,FLTD,ID
N. Byham,2010,TE,9,7.7,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,byhamna01
T. Austin,2010,WR,9,7.7,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,austite02
M. Karney,2010,RB,9,7.6,0,0,0,0,0,0,6,12,0,0,5,14,0,0,0,0,karnemi01
S. Logan,2010,RB,7,7.5,1,0,0,0,0,0,15,95,0,0,0,0,0,0,1,0,loganst01
J. Stevens,2010,TE,4,7.3,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,steveje01
J. Dugan,2010,TE,4,7.2,0,0,0,0,0,0,2,2,0,0,4,30,0,0,0,0,duganje01
G. Johnson,2010,RB,8,7.2,0,0,0,0,0,0,10,36,0,0,3,6,0,0,0,0,johnsga04
T. Price,2010,WR,5,7.1,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,priceta01
K. Clemens,2010,QB,7,7.1,2,1,6,0,0,0,2,9,1,0,0,0,0,0,0,0,clemeke01
B. St. Pierre,2010,QB,6,6.9,28,13,173,1,2,0,0,0,0,0,0,0,0,0,0,0,stpiebr01
E. Buckley,2010,RB,8,6.7,0,0,0,0,0,0,21,67,0,0,1,10,0,0,1,0,bucklel01
M. Cox,2010,RB,4,6.7,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,coxmi01
J. Vaughan,2010,RB,6,6.7,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,vaughjo03
L. Vickers,2010,RB,8,6.6,0,0,0,0,0,0,5,11,0,0,4,15,0,0,0,0,vickela01
K. Ogletree,2010,WR,4,6.4,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,ogletke01
M. Shuler,2010,TE,4,6.4,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,0,shulemi02
L. Booker,2010,RB,4,6.2,0,0,0,0,0,0,0,0,0,0,5,32,0,0,1,0,bookelo01
J. O'Connell,2010,TE,4,6.1,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,oconnja01
B. Hoyer,2010,QB,5,6.1,15,7,122,1,1,0,10,-8,0,0,0,0,0,0,0,0,hoyerbr01
M. Norris,2010,RB,9,6.0,0,0,0,0,0,0,3,0,0,0,4,20,0,0,0,0,norrimo01
D. Jarrett,2010,WR,6,6.0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,jarredw01
D. Williams,2010,WR,7,6.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,willide10
C. Coffman,2010,TE,6,6.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,coffmch01
A. Young,2010,RB,4,6.0,0,0,0,0,0,0,13,29,0,0,2,11,0,0,0,0,youngal05
Q. Johnson,2010,RB,10,5.6,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,johnsqu01
Z. Potter,2010,TE,9,5.4,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,potteza01
L. McCown,2010,QB,9,5.2,19,11,120,0,0,0,1,4,0,0,0,0,0,0,0,0,mccowlu01
N. Miller,2010,WR,10,5.0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,1,0,milleni02
Q. Ganther,2010,RB,6,4.7,0,0,0,0,0,0,9,18,0,0,2,9,0,0,0,0,ganthqu01
P. Turner,2010,WR,5,4.6,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,turnepa01
R. Grant,2010,RB,10,4.5,0,0,0,0,0,0,8,45,0,0,0,0,0,0,0,0,grantry01
R. Cartwright,2010,RB,10,4.2,0,0,0,0,0,0,9,22,0,0,1,10,0,0,0,0,cartwro01
R. Bartel,2010,QB,6,4.0,28,16,150,0,1,0,0,0,0,0,0,0,0,0,0,0,barteri01
M. Bennett,2010,RB,10,4.0,0,0,0,0,0,0,2,11,0,0,2,9,0,0,0,0,bennemi01
R. Maui'a,2010,RB,6,4.0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,mauiare01
G. Mills,2010,TE,8,3.9,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,millsga01
M. Clayton,2010,WR,4,3.9,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,claytmi01
Q. Cosby,2010,WR,6,3.6,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,cosbyqu01
B. Banks,2010,WR,9,3.6,0,0,0,0,0,0,2,6,0,0,2,10,0,0,0,0,banksbr02
F. Onobun,2010,TE,9,3.5,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,onobufe01
S. Nelson,2010,TE,6,3.5,0,0,0,0,0,0,0,0,0,0,3,25,0,0,1,0,nelsosh02
Y. Figurs,2010,WR,8,3.3,0,0,0,0,0,0,1,-4,0,0,2,17,0,0,0,0,figurya01
H. Baskett,2010,WR,4,2.8,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,baskeha01
M. Hedgecock,2010,RB,8,2.8,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,hedgema01
K. Huggins,2010,RB,4,2.8,0,0,0,0,0,0,4,11,0,0,1,7,0,0,0,0,huggika01
J. Dwyer,2010,RB,5,2.8,0,0,0,0,0,0,9,28,0,0,0,0,0,0,0,0,dwyerjo01
M. Willis,2010,WR,9,2.7,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,willima14
J. Norwood,2010,RB,8,2.7,0,0,0,0,0,0,2,8,0,0,1,9,0,0,0,0,norwoje01
B. Bolen,2010,RB,9,2.5,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,bolenbr01
M. Hall,2010,QB,6,2.3,78,39,370,1,6,0,1,-5,0,0,0,0,0,0,2,0,hallma02
K. Lumpkin,2010,RB,10,2.2,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,lumpkkr01
K. Curtis,2010,WR,4,2.2,0,0,0,0,0,0,1,6,0,0,1,6,0,0,0,0,curtike01
C. Daniel,2010,QB,10,2.2,3,2,16,0,0,0,2,16,0,0,0,0,0,0,0,0,daniech01
D. Clark,2010,TE,8,2.2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,clarkde01
T. Humphrey,2010,TE,10,2.2,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,humphto03
C. Peerman,2010,RB,6,2.2,0,0,0,0,0,0,2,1,0,0,1,11,0,0,0,0,peermce01
C. Hanie,2010,QB,8,2.1,7,5,55,0,0,0,1,-1,0,0,0,0,0,0,0,0,hanieca01
E. Lorig,2010,RB,4,2.0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,loriger01
K. Hall,2010,RB,10,1.9,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,hallko01
R. Quinn,2010,TE,9,1.9,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,quinnri01
T. Pike,2010,QB,6,1.9,12,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,piketo01
T. Palko,2010,QB,4,1.9,6,4,35,0,0,0,2,5,0,0,0,0,0,0,0,0,palkoty01
P. Hubbard,2010,WR,10,1.8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,hubbapa01
S. Chandler,2010,TE,6,1.8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,chandsc01
K. Williams,2010,WR,9,1.8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,williky03
B. Hartsock,2010,TE,7,1.7,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,hartsbe01
T. Clayton,2010,RB,5,1.7,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,claytth01
S. Aiken,2010,WR,5,1.7,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,aikensa01
B. Leftwich,2010,QB,5,1.7,7,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,leftwby01
A. Smith,2010,TE,8,1.6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,smithal05
C. Pressley,2010,RB,6,1.6,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,pressch01
M. Johnson,2010,WR,4,1.6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,johnsma14
D. Reed,2010,WR,8,1.5,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,reedda03
R. Goodman,2010,WR,10,1.5,0,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,goodmri01
D. Calhoun,2010,WR,8,1.4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,calhodu01
J. Cumberland,2010,TE,7,1.3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,cumbeje01
E. Wilford,2010,WR,9,1.3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,wilfoer01
L. Hilliard,2010,RB,5,1.3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,hillile01
G. Banks,2010,WR,10,1.2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,banksga01
C. Brinkley,2010,RB,10,1.1,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,brinkcu01
D. Pitta,2010,TE,8,1.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,pittade01
C. Mitchell,2010,WR,8,0.9,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,mitchca01
K. Boller,2010,QB,10,0.8,4,2,25,0,1,0,7,18,0,0,0,0,0,0,0,0,bolleky01
G. Wolfe,2010,RB,8,0.8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,wolfega01
C. Pennington,2010,QB,5,0.8,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,pennich01
J. Palmer,2010,QB,6,0.7,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,palmejo01
D. Carr,2010,QB,9,0.7,13,5,67,0,1,0,0,0,0,0,0,0,0,0,0,0,carrda01
A. Edwards,2010,WR,6,0.7,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,edwarar01
C. Redman,2010,QB,8,0.7,6,4,20,0,0,0,1,-1,0,0,0,0,0,0,0,0,redmach01
J. Caulcrick,2010,RB,6,0.2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,caulcje01
L. Johnson,2010,RB,9,0.2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,johnsla03
L. Weaver,2010,RB,8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,weavele01
R. Smith,2010,QB,9,0.0,40,20,200,0,4,0,0,0,0,0,0,0,0,0,0,0,smithru03
A. Brown,2010,RB,7,-0.1,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,brownan04
B. Volek,2010,QB,10,-0.2,1,1,8,0,0,0,6,-5,0,0,0,0,0,0,0,0,volekbi01
A. Smith,2010,RB,8,-0.3,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,smithan07
S. Rosenfels,2010,QB,8,-0.3,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,rosensa01
B. Croyle,2010,QB,4,-0.5,19,8,38,0,1,0,0,0,0,0,0,0,0,0,0,0,croylbr01
L. Brown,2010,QB,6,-1.0,3,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,brownle04
C. Roby,2010,WR,10,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,robyco01
K. Moore,2010,WR,6,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,mooreke05
D. Moore,2010,RB,7,-2.2,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,1,0,moorede05
B. Brohm,2010,QB,6,-3.8,23,10,106,0,3,0,0,0,0,0,0,0,0,0,1,0,brohmbr01
M. Mariani,2010,WR,9,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,mariama01
T. Collins,2010,QB,8,-7.3,27,10,68,0,5,0,0,0,0,0,0,0,0,0,0,0,collito02
